transfer date,player name,position,from,to,price
aug 11,filip kostic,midfielder,groningen,stuttgart,5000000
aug 11,johan djourou,defender,arsenal,hamburg,undisclosed
aug 11,joshua guilavogui,midfielder,atletico madrid,wolfsburg,loan
aug 11,aleksandar ignjovski,midfielder,werder bremen,eint. frankfurt,0
aug 11,tin jedvaj,defender,roma,bayer leverkusen,loan
aug 11,fabian giefer,goalkeeper,fortuna dusseldorf,schalke,0
aug 11,sidney sam,midfielder,bayer leverkusen,schalke,0
aug 7,nicolai muller ,midfielder,mainz,hamburg,4500000
aug 7,valon behrami,midfielder,napoli,hamburg,undisclosed
aug 5,pepe reina,goalkeeper,liverpool,bayern munich,2500000
aug 4,oriol romeu,midfielder,chelsea,stuttgart,loan
aug 3,kyriakos papadoupolos,defender,schalke,bayer leverkusen,loan
aug 1,haris seferovic,attacker,real sociedad,eint. frankfurt,undisclosed
jul 29,nelson valdez,attacker,al-jazira,eint. frankfurt,undisclosed
jul 28,robert almer,goalkeeper,cottbus,hannover,undisclosed
jul 27,hiroshi kiyotake,midfielder,nurnberg,hannover,4300000
jul 26,ceyhun gulselam,midfielder,galatasaray,hannover,0
jul 26,lucas piazon,attacker,chelsea,eint. frankfurt,loan
jul 20,stefanos kapino,goalkeeper,panathinaikos,mainz,1500000
jul 17,matthias ginter,defender,freiburg,bor. dortmund,10000000
jul 16,stefan mitrovic,defender,benfica,freiburg,1800000
jul 16,gonzalo jara,defender,nott. forest,mainz,0
jul 15,alejandro galvez,defender,rayo vallecano,werder bremen,0
jul 14,roy beerens,midfielder,az alkmaar,hertha,1500000
jul 11,izet hajrovic,midfielder,galatasaray,werder bremen,0
jul 10,thorgan hazard,midfielder,chelsea,bor. mgladbach,loan
jul 8,juan bernat,defender,valencia,bayern munich,10000000
jul 7,adam szalai,attacker,schalke,hoffenheim,6000000
jul 7,tim matavz,attacker,psv eindhoven,augsburg,4000000
jul 6,eric choupo-moting,attacker,mainz,schalke,0
jul 4,nikola djurdjic,attacker,fortuna dusseldorf,augsburg,2000000
jul 4,hakan calhanoglu,midfielder,hamburg,bayer leverkusen,14000000
jul 4,pierre-michel lasogga,attacker,hertha,hamburg,8500000
jun 29,vladlen yurchenko,midfielder,shakhtar donetsk,bayer leverkusen,undisclosed
jun 24,john heitinga,defender,fulham,hertha,0
jun 23,miiko albornoz,defender,malmo,hannover,undisclosed
jun 10,joselu,attacker,hoffenheim,hannover,5000000
jun 7,daniel ginczek,attacker,nurnberg,stuttgart,0
jun 3,ciro immobile,attacker,torino,bor. dortmund,19000000
may 31,andre hahn,midfielder,augsburg,bor. mgladbach,2250000
may 31,josip drmic,attacker,nurnberg,bayer leverkusen,6000000
may 31,adrian ramos,attacker,hertha ,bor. dortmund,9000000
may 31,robert lewandowski,attacker,bor. dortmund,bayern munich,0
may 31,sebastian rode,midfielder,eint. frankfurt,bayern munich,0
may 31,dario kresic,goalkeeper,mainz,bayer leverkusen,0
may 31,ibrahima traore,midfielder,stuttgart,bor. mgladbach,0
may 31,valentin stocker,midfielder,basel,hertha,5000000
may 31,aaron hunt,midfielder,werder bremen,wolfsburg,0
may 31,sebastian jung,defender,eint. frankfurt,wolfsburg,2500000
