transfer date,player name,position,from,to,price
jul 5,kamil glik,defender,torino,monaco,8000000
jul 5,benjamin mendy,defender,marseille,monaco,13000000
jul 4,gregory van der wiel,defender,psg,fenerbahce,0
jul 4,lucas lima,defender,arouca,nantes,1000000
jul 3,hatem ben arfa,midfielder,nice,psg,0
jul 3,grzegorz krychowiak,midfielder,sevilla,psg,30000000
jul 3,thomas meunier,defender,club brugge,psg,7000000
jul 1,afonso figueiredo,defender,boavista,rennes,0
jun 30,nicolas nkoulou,defender,marseille,lyon,0
jun 30,samu garcia,midfielder,villarreal,rubin kazan,5000000
jun 29,moussa dembele,attacker,fulham,celtic,0
jun 29,jeremy toulalan,midfielder,monaco,bordeaux,undisclosed
jun 26,bryan dabo,midfielder,montepellier,saint-etienne,undisclosed
jun 26,youssef ait bennasser,midfielder,nancy,monaco,3000000
jun 24,clement chantome,midfielder,bordeaux,rennes,0
jun 24,hiroki sakai,midfielder,hannover,marseille,0
jun 23,niko kranjcar,midfielder,ny cosmos,rangers,0
jun 22,paul nardi,goalkeeper,monaco,rennes,loan
jun 22,davinson sanchez,defender,atletico nacional,ajax,5000000
jun 22,maciej rybus,midfielder,terek grozny,lyon,0
jun 22,alexandre mendy,attacker,nice,guingamp,0
jun 22,jessy pi,midfielder,monaco,toulouse,"700,000"
jun 22,karl toko,attacker,sochaux,angers,1000000
jun 21,mateo pavlovic,defender,werder bremen,angers,0
jun 21,steed malbranque,midfielder,lyon,sm caen,0
jun 16,simon falette,defender,brest,metz,undisclosed
jun 16,jonas gomes de sousa,midfielder,flamengo,dinamo zagreb,loan
jun 14,radosav petrovic,midfielder,dynamo kyiv,sporting cp,2000000
jun 13,christopher jullien,defender,freiburg,toulouse,3000000
jun 13,yann jouffre,midfielder,lorient,metz,undisclosed
jun 13,joao teixeira,midfielder,liverpool,porto,undisclosed
jun 10,felipe augusto,defender,corinthians,porto,6200000
jun 8,jordan rossiter,midfielder,liverpool,rangers,0
jun 3,franck signorino,defender,reims,metz,0
jun 3,yunis abdelhamid,defender,valenciennes,dijon,0
jun 3,serge n'guessan,midfielder,afad djekanou,nancy,undisclosed
jun 3,joey barton,midfielder,burnley,rangers,0
jun 3,eder,attacker,swansea,lille,undisclosed
jun 3,paul delecroix,goalkeeper,niort,lorient,0
jun 3,andre horta,midfielder,vitoria setubal,benfica,undisclosed
jun 3,andre carrillo,midfielder,sporting cp,benfica,0
