transfer date,player name,position,from,to,price
aug 10,diego marino,goalkeeper,valladolid,levante,loan
aug 10,aleksandar pantic,defender,villarreal,cordoba,loan
aug 10,jesus fernandez,goalkeeper,real madrid,levante,undisclosed
aug 10,victor rodriguez,attacker,real zaragoza,elche,0
aug 8,manu del moral,midfielder,sevilla,eibar,loan
aug 7,shkodran mustafi,defender,sampdoria,valencia,7500000
aug 6,luciano vietto,attacker,racing club ,villarreal,undisclosed
aug 6,grzegorz krychowiak,midfielder,reims,sevilla,undisclosed
aug 4,abdoulaye ba ,defender,porto,rayo vallecano,loan
aug 1,keylor navas,goalkeeper,levante,real madrid,10000000
aug 1,cristian ansaldi ,defender,zenit st petersb.,atletico madrid,loan
aug 1,guillermo ochoa ,goalkeeper,ac ajaccio,malaga,0
jul 31,gael kakuta,midfielder,chelsea,rayo vallecano,loan
jul 31,yoel rodriguez,goalkeeper,celta vigo,valencia,loan
jul 28,alejandro arribas,defender,osasuna,sevilla,0
jul 25,alejandro pozuelo,midfielder,swansea,rayo vallecano,undisclosed
jul 24,rodrigo moreno,attacker,benfica,valencia,loan
jul 23,mario pasalic,midfielder,chelsea,elche,loan
jul 23,jeremy mathieu,defender,valencia,barcelona,20000000
jul 22,james rodriguez,midfielder,monaco,real madrid,80000000
jul 22,diogo salomao,midfielder,sporting lisbon,dep. la coruna,loan
jul 20,grzegorz krychowiak,midfielder,reims,sevilla,5000000
jul 17,jan oblak,goalkeeper,benfica,atletico madrid,16000000
jul 17,toni kroos,midfielder,bayern munich,real madrid,30000000
jul 17,andre gomes,midfielder,benfica,valencia,undisclosed
jul 16,felipe caicedo,attacker,al jazira,espanyol,0
jul 15,iago aspas,attacker,liverpool,sevilla,loan
jul 15,karim yoda,midfielder,astra giurgiu,getafe,0
jul 14,mariano barbosa,goalkeeper,las palmas,sevilla,"150,000"
jul 12,oier olazabal,goalkeeper,barcelona,granada,0
jul 11,mario mandzukic,attacker,bayern munich,atletico madrid,22000000
jul 11,luis suarez,attacker,liverpool,barcelona,95000000
jul 10,antonio rukavina,defender,real valladolid,villarreal,0
jul 10,jonathan dos santos,midfielder,barcelona,villarreal,2000000
jul 5,alfred finnbogason,attacker,heerenveen,real sociedad,8000000
jul 3,sergi gomez,defender,barcelona,celta vigo,0
jun 30,pablo hernandez,midfielder,o higgins,celta vigo,1600000
jun 28,salva sevilla,midfielder,real betis,espanyol,0
jun 27,daniel carrico,midfielder,sporting lisbon,sevilla,1800000
jun 27,luis alberto,attacker,liverpool,malaga,loan
jun 19,claudio bravo,goalkeeper,real sociedad,barcelona,12000000
jun 18,aleix vidal,midfielder,almeria,sevilla,3000000
jun 17,ivan rakitic,midfielder,sevilla,barcelona,19000000
jun 17,denis suarez,attacker,barcelona,sevilla,loan
jun 17,joaquin larrivey,attacker,rayo vallecano,celta vigo,0
jun 8,guilherme siqueira,defender,granada,atletico madrid,10000000
jun 5,miguel angel moya,goalkeeper,getafe,atletico madrid,3000000
jun 5,antonio amaya,defender,real betis,rayo vallecano,0
jun 5,derek boateng,midfielder,fulham,rayo vallecano,0
may 31,marc-andre ter stegen,goalkeeper,bor. mgladbach,barcelona,12000000
may 31,alen halilovic,midfielder,dinamo zagreb,barcelona,2200000
may 31,anaitz arbilla,defender,rayo vallecano,espanyol,0
