transfer date,player name,position,from,to,price
jul 10,nicolas gonzalez,attacker,argentinos juniors,vfb stuttgart,7650000
jul 9,bobby wood,attacker,hamburger sv,hannover 96,loan
jul 7,moussa niakhaté,defender,fc metz,mainz,5400000
jul 6,pierre kunde,midfielder,atletico madrid,mainz,undisclosed
jul 5,robert bauer,defender,werder bremen,nuremberg,loan
jul 5,jan-niklas beste,defender,borussia dortmund,werder bremen,undisclosed
jul 2,lucas torro,midfielder,osasuna,eintracht frankfurt,1580000
jun 29,jean-philippe mateta,attacker,olympique lyon,mainz,7200000
jun 29,omar mascarell,midfielder,frankfurt,schalke 04,10000000
jun 29,michael lang,defender,fc basel,monchengladbach,2520000
jun 29,daniel ginczek,attacker,vfb stuttgart,wolfsburg,9000000
jun 29,daniel didavi,midfielder,wolfsburg,vfb stuttgart,0
jun 29,gonzalo castro,midfielder,bor. dortmund,vfb stuttgart,4500000
jun 27,fredrik jensen,midfielder,fc twente,augsburg,2700000
jun 26,wout weghorst,attacker,az alkmaar,wolfsburg,9450000
jun 26,walace,midfielder,hamburger sv,hannover 96,5400000
jun 26,abdou diallo,defender,mainz 05,bor. dortmund,25200000
jun 25,marvin ducksch,attacker,st. pauli,fortuna dusseldorf,undisclosed
jun 24,matheus cunha,attacker,fc sion,rb leipzig,13500000
jun 20,andreas poulsen,defender,fc midtjylland,monchengladbach,undisclosed
jun 18,pavao pervan,goalkeeper,lask linz,wolfsburg,undisclosed
jun 12,felix beijmo,defender,djurgarden,werder bremen,2700000
jun 12,marcelo saracchi,defender,river plate,rb leipzig,12100000
jun 11,vincenzo grifo,midfielder,monchengladbach,hoffenheim,4950000
jun 11,pascal köpke,attacker,erzgebirge aue,hertha bsc,1800000
jun 11,genki haraguchi,midfielder,hertha bsc,hannover 96,3600000
jun 8,jerome gondorf,midfielder,werder bremen,freiburg,1170000
jun 8,thomas delaney,midfielder,w. bremen,bor. dortmund,20000000
may 30,steven skrzybski,attacker,union berlin,schalke,3500000
may 28,kevin wimmer,defender,stoke city,hannover,loan
may 28,marius wolf,midfielder,eint. frankfurt,bor. dortmund,5000000
may 20,marwin hitz,goalkeeper,augsburg,bor. dortmund,0
