transfer date,player name,position,from,to,price
aug 31,ezequiel schelotto,defender,sporting cp,brighton,3000000
aug 31,molla wague,defender,udinese,watford,loan
aug 31,marvin zeegelaar,defender,sporting cp,watford,3000000
aug 31,renato sanches,midfielder,bayern munich,swansea city,loan
aug 31,nikola vlasic,midfielder,hajduk split,everton,8600000
aug 31,orestis karnezis,goalkeeper,udinese,watford,undisclosed
aug 31,serge aurier,defender,psg,tottenham,25000000
aug 31,alex oxlade-chamberlain,midfielder,arsenal,liverpool,38000000
aug 31,danny drinkwater,midfielder,leicester city,chelsea,38000000
aug 31,tim krul,goalkeeper,newcastle united,brighton,loan
aug 31,wilfried bony,attacker,manchester city,swansea,13000000
aug 31,mamadou sakho,defender,liverpool,crystal palace,29000000
aug 31,fernando llorente,attacker,swansea,tottenham,15000000
aug 31,davide zappacosta,defender,torino,chelsea,28000000
aug 31,aleksandar dragovic,defender,bayer leverkusen,leicester city ,loan
aug 30,kieran gibbs,defender,arsenal,west brom,7500000
aug 30,grzegorz krychowiak,midfielder,psg,west brom,loan
aug 30,juan foyth,defender,estudiantes,tottenham,8800000
aug 29,kevin wimmer,defender,tottenham,stoke city,19500000
aug 27,robert green,goalkeeper,leeds,huddersfield,0
aug 25,dimitri foulquier,defender,granada,watford,undisclosed
aug 25,oliver burke,midfielder,rb leipzig,west bromwich,16300000
aug 24,zlatan ibrahimovic,attacker,unattached,manchester united,0
aug 23,abdelhamid sabiri,attacker,nurnberg,huddersfield,undisclosed
aug 23,paulo gazzaniga,goalkeeper,southampton,tottenham,undisclosed
aug 22,wesley hoedt,defender,lazio,southampton,17000000
aug 21,chris wood,attacker,leeds,burnley,16399999
aug 18,davinson sanchez,defender,ajax,tottenham,46000000
aug 16,joselu,attacker,stoke city,newcastle,5500000
aug 16,gylfi sigurdsson,midfielder,swansea,everton,50000000
aug 16,jese rodriguez,attacker,psg,stoke city,loan
aug 16,jose izquierdo,midfielder,club brugge,brighton,16000000
aug 15,gareth barry,midfielder,everton,west bromwich,undisclosed
aug 11,bruno martins indi,defender,fc porto,stoke city,7700000
aug 10,timothy fosu-mensah,midfielder,manchester united,crystal palace,loan
aug 9,andre gray,attacker,burnley,watford,20000000
aug 8,george thomas,attacker,coventry city,leicester city,0
aug 8,davy propper,midfielder,psv,brighton,13000000
aug 8,mario lemina,midfielder,juventus,southampton,17000000
aug 8,richarlison,attacker,fluminense,watford,12400000
aug 8,adam legzdins,goalkeeper,birmingham,burnley,undisclosed
aug 7,eric maxim choupo-moting,attacker,schalke,stoke city,0
aug 7,sead haksabanovic,midfielder,halmstad,west ham,3000000
aug 3,kelechi iheanacho,attacker,manchester city,leicester city,27700000
jul 31,nemanja matic,midfielder,chelsea,manchester united,44700000
jul 28,mikel merino,midfielder,bor. dortmund,newcastle united,loan
jul 26,phil bardsley,defender,stoke city,burnley,"840,000"
jul 25,isaiah brown,attacker,chelsea,brighton,loan
jul 24,benjamin mendy,defender,as monaco,manchester city ,50000000
jul 24,javier hernandez,attacker,bayer leverkusen,west ham,17800000
jul 24,jairo riedewald,defender,ajax,crystal palace,9000000
jul 23,danilo,defender,real madrid,manchester city,30000000
jul 22,marko arnautovic,attacker,stoke city,west ham,27900000
jul 21,javier manquillo,defender,atletico madrid,newcastle united,5000000
jul 21,alvaro morata,attacker,real madrid,chelsea,65500000
jul 21,kurt zouma,defender,chelsea,stoke city,loan
jul 21,andrew robertson,defender,hull city,liverpool,9000000
jul 19,eldin jakupovic,goalkeeper,hull city,leicester city,undisclosed
jul 19,jacob murphy,attacker,norwich,newcastle united,undisclosed
jul 18,joe hart,goalkeeper,manchester city,west ham,loan
jul 17,ahmed hegazy,defender,ahly,west brom,loan
jul 15,tiemoue bakayoko,midfielder,as monaco,chelsea,40000000
jul 14,kyle walker,defender,tottenham,manchester city,51000000
jul 13,markus suttner,defender,fc ingolstadt,brighton,4500000
jul 13,nathaniel chalobah,midfielder,chelsea,watford,5700000
jul 12,ruben loftus-cheek,midfielder,chelsea,crystal palace,loan
jul 11,uche agbo,midfielder,granada,watford,0
jul 11,jack cork,midfielder,swansea,burnley,9100000
jul 10,romelu lukaku,attacker,everton,manchester united,84700000
jul 9,wayne rooney,attacker,manchester united,everton,undisclosed
jul 9,antonio rudiger,defender,as roma,chelsea,35000000
jul 7,jonathan walters,attacker,stoke city,burnley,undisclosed
jul 7,zanka,defender,fc copenhagen,huddersfield,2700000
jul 6,roque mesa,midfielder,las palmas,swansea city,12000000
jul 6,charlie taylor,defender,leeds,burnley,0
jul 5,daniel williams,midfielder,reading,huddersfield,0
jul 5,tom ince,attacker,derby,huddersfield,9100000
jul 5,tammy abraham,attacker,chelsea,swansea,loan
jul 5,steve mounie,attacker,montpellier,huddersfield,13000000
jul 5,josh tymon,defender,hull city,stoke city,0
jul 5,kasey palmer,midfielder,chelsea,huddersfield,loan
jul 5,scott malone,defender,fulham,huddersfield,3900000
jul 5,alexandre lacazette,attacker,olympique lyon,arsenal,60000000
jul 4,michael kane,defender,burnley,everton,28500000
jul 4,florian lejeune,defender,eibar,newcastle united ,10000000
jul 4,sandro ramirez,attacker,malaga,everton,6000000
jul 4,connor mahoney,attacker,blackburn,bournemouth,0
jul 4,vicente iborra,midfielder,sevilla,leicester city,15000000
jul 3,yuning zhang,midfielder,vitesse,west brom,undisclosed
jul 3,jay rodriguez,attacker,southampton,west brom,13700000
jul 1,nathan ake,defender,chelsea,bournemouth,22800000
jul 1,victor lindelof,defender,benfica,manchester united,35000000
jul 1,asmir begovic,goalkeeper,chelsea,bournemouth,11500000
jul 1,christian atsu,attacker,chelsea,newcastle united,7500000
jul 1,davy klassen,midfielder,ajax,everton,27000000
jul 1,laurent depoitre,attacker,fc porto,huddersfield,4000000
jul 1,harry maguire,defender,hull city,leicester city,13700000
jul 1,ederson,goalkeeper,benfica,manchester city,40000000
jul 1,elias kachunga,attacker,fc ingolstadt,huddersfield,1300000
jul 1,henry onyekuru,attacker,kas eupen,everton,8000000
jul 1,kiko femenia,defender,alaves,watford,0
jul 1,mathew ryan,goalkeeper,valencia,brighton,6000000
jul 1,darren fletcher,midfielder,west brom,stoke city,0
jul 1,jan bednarek,defender,lech poznan,southampton,6000000
jul 1,tom cleverley,midfielder,everton,watford,9300000
jul 1,sead kolasinac,defender,schalke,arsenal,0
jul 1,will hughes,midfielder,derby,watford,9100000
jul 1,mohamed salah,attacker,roma,liverpool ,42000000
jul 1,dominic solanke,attacker,chelsea,liverpool,0
jul 1,jonas lossl,goalkeeper,mainz,huddersfield,loan
jul 1,bernardo silva,midfielder,as monaco,manchester city,50000000
jul 1,jordan pickford,goalkeeper,sunderland,everton,28500000
jul 1,aaron mooy,midfielder,manchester city,huddersfield,9100000
jul 1,willy caballero,goalkeeper,manchester city,chelsea,0
jul 1,pablo zabaleta,defender,manchester city,west ham,0
jul 1,jermain defoe,attacker,sunderland,bournemouth,0
