transfer date,player name,position,from,to,price
aug 31,isaac cofie,midfielder,genoa,carpi,loan
aug 31,uros cosic,defender,pescara,empoli,undisclosed
aug 31,ivan perisic,midfielder,wolfsburg,inter milan,18000000
aug 31,emanuele giaccherini,midfielder,sunderland,bologna,loan
aug 31,william vainqueur,midfielder,dynamo moscow,roma,3000000
aug 31,marko krivcic,midfielder,koper,bologna,loan
aug 31,saphir taider,midfielder,inter milan,bologna,loan
aug 31,marko livaja,attacker,rubin kazan,empoli,loan
aug 31,adem ljajic,midfielder,roma,inter milan,loan
aug 31,alex telles,defender,galatasaray,inter milan,loan
aug 31,pawel wszolek,midfielder,sampdoria,verona,loan
aug 31,lazaros christodoulopoulos,midfielder,verona,sampdoria,loan
aug 31,ezequiel ponce,attacker,newell\'s,roma,4200000
aug 31,felipe melo,midfielder,galatasaray,inter milan,3500000
aug 31,alessandro matri,attacker,ac milan,lazio,loan
aug 31,hernanes,midfielder,inter milan,juventus,11000000
aug 31,jakub blaszczykowski,midfielder,bor. dortmund,fiorentina,loan
aug 31,sanjin prcic,midfielder,rennes,torino,loan
aug 31,mario lemina,midfielder,marseille,juventus,loan
aug 29,anthony mounier,midfielder,montpellier,bologna,1500000
aug 29,juraj kucka,midfielder,genoa,ac milan,3500000
aug 28,alberto gilardino,attacker,guangzhou,palermo,0
aug 28,carlos carbonero,midfielder,roma,sampdoria,loan
aug 28,gabriel paletta,defender,ac milan,atalanta,loan
aug 28,ryan hiwat,midfielder,psv,carpi,0
aug 27,balint vescei,midfielder,honved,bologna,undisclosed
aug 27,rafael toloi,defender,sao paulo,atalanta,undisclosed
aug 27,aleksandar tonev,midfielder,aston villa,frosinone,undisclosed
aug 26,lucas digne,defender,psg,roma,loan
aug 26,godfred donsah,midfielder,cagliari,bologna,loan
aug 25,mario balotelli,attacker,liverpool,ac milan,loan
aug 25,juan cuadrado,midfielder,chelsea,juventus,loan
aug 22,stevan jovetic,attacker,manchester city,inter milan,loan
aug 22,carlos bacca,attacker,sevilla,ac milan,30000000
aug 21,emil krafth,defender,helsingborg,bologna,undisclosed
aug 21,marco crimi,midfielder,latina,bologna,undisclosed
aug 21,mattia destro,attacker,roma,bologna,6500000
aug 21,norbert gyomber,defender,catania,roma,loan
aug 20,gaspar iniguez,midfielder,granada,carpi,loan
aug 20,antonio rudiger,defender,stuttgart,roma,loan
aug 20,alex sandro,defender,porto,juventus,26000000
aug 19,diego capel,midfielder,sporting lisbon,genoa,1300000
aug 19,uros djurdjevic,attacker,vitesse,palermo,0
aug 19,andrea belotti,attacker,palermo,torino,undisclosed
aug 19,marquinho,midfielder,roma,udinese,undisclosed
aug 14,nikola kalinic,attacker,dnipro,fiorentina,5000000
aug 12,simone pepe,midfielder,juventus,chievo,0
aug 12,erick pulgar,midfielder,universidad catolica,bologna,undisclosed
aug 12,edin dzeko,attacker,man city,roma,loan
aug 11,raffaele maiello,midfielder,napoli,empoli,loan
aug 11,alessio romagnoli,defender,roma,ac milan,25000000
aug 11,davide astori,defender,cagliari,fiorentina,loan
aug 9,antonio cassano,attacker,parma,sampdoria,0
aug 6,mohamed salah,midfielder,chelsea,roma,loan
aug 4,elseid hysaj ,defender,empoli,napoli,undisclosed
jul 31,vlad chiriches,defender,tottenham,napoli,5000000
jul 31,raphael martinho,midfielder,catania,carpi,0
jul 29,a. el kaoutari ,defender,montpellier,palermo,undisclosed
jul 29,ricardo kishna,midfielder,ajax,lazio,4000000
jul 29,wojciech szczesny,goalkeeper,arsenal,roma,loan
jul 24,alfred duncan,midfielder,sampdoria,sassuolo,loan
jul 24,nicolas spolli,defender,catania,carpi,0
jul 24,igor bubnjic,defender,udinese,carpi,loan
jul 23,filip helander,defender,malmo,verona,undisclosed
jul 23,mario suarez,midfielder,atletico madrid,fiorentina,undisclosed
jul 23,gilberto,defender,botafogo,fiorentina,1000000
jul 23,duvan zapata,attacker,napoli,udinese,loan
jul 23,manuel iturra,midfielder,granada,udinese,undisclosed
jul 23,wallace,defender,chelsea,carpi,loan
jul 22,francesco anacoura,goalkeeper,parma,empoli,0
jul 22,andrea costa,defender,parma,empoli,0
jul 22,allan,midfielder,udinese,napoli,undisclosed
jul 22,andrea lazzari,midfielder,fiorentina,carpi,0
jul 21,issa cissokho,defender,nantes,genoa,"500,000"
jul 20,samir ujkani,goalkeeper,palermo,genoa,0
jul 20,matteo brighi,midfielder,sassuolo,bologna,0
jul 19,gabriel,goalkeeper,ac milan,napoli,loan
jul 19,lorenzo crisetig,midfielder,inter milan,bologna,loan
jul 19,luigi seppe,goalkeeper,napoli,fiorentina,loan
jul 19,alberto cerri,attacker,parma,juventus,0
jul 19,zeljko brkic,goalkeeper,udinese,carpi,loan
jul 19,alberto cerri,attacker,juventus,carpi,loan
jul 19,luca bittante,defender,fiorentina,empoli,undisclosed
jul 19,fabricio cacciatore,defender,sampdoria,chievo,loan
jul 19,daniel pavlovic,goalkeeper,grasshopper,frosinone,loan
jul 19,salvador ichazo,goalkeeper,danubio,torino,undisclosed
jul 19,ezequiel munoz,defender,palermo,genoa,0
jul 19,ervin zukanovic,defender,chievo,sampdoria,loan
jul 14,raman chibsah,midfielder,sassuolo,frosinone,loan
jul 13,nicola leali,goalkeeper,juventus,frosinone,loan
jul 13,guido vadala,attacker,boca juniors,juventus,loan
jul 12,marten de roon,midfielder,heerenveen,atalanta,1250000
jul 11,jonathan biabiany,midfielder,parma,inter milan,0
jul 11,daniele baselli,midfielder,atalanta,torino,6500000
jul 11,giampaolo pazzini,attacker,ac milan,verona,0
jul 11,davide zappacosta,defender,atalanta,torino,6500000
jul 10,matias silvestre,defender,inter milan,sampdoria,0
jul 10,daniele verde,midfielder,roma,frosinone,loan
jul 9,luca marrone,midfielder,juventus,carpi,loan
jul 9,ryder matos,attacker,fiorentina,carpi,loan
jul 9,diogo figueiras,defender,sevilla,genoa,loan
jul 7,fernando,midfielder,shakhtar donetsk,sampdoria,8000000
jul 7,jose mauri,midfielder,parma,ac milan,0
jul 7,simone zaza,attacker,sassuolo,juventus,18000000
jul 6,antonio mirante,goalkeeper,parma,bologna,0
jul 6, federico mattiello,defender,juventus,chievo,loan
jul 4,norberto neto,goalkeeper,fiorentina,juventus,0
jul 4,martin montoya,defender,barcelona,inter milan,loan
jul 4,joel obi,midfielder,inter milan,torino,2400000
jul 3,luiz adriano,attacker,shakhtar donetsk,ac milan,8000000
jul 1,federico viviani,midfielder,roma,verona,4000000
jul 1,rade krunic,midfielder,borac cacak,empoli,undisclosed
jul 1,massimo gobbi,midfielder,parma,chievo,0
jul 1,davide bassi,goalkeeper,empoli,atalanta,0
jul 1,lukasz skorupski,goalkeeper,roma,empoli,loan
jul 1,matheus cassini,attacker,corinthians,palermo,undisclosed
jul 1,lucas castro,attacker,catania,chievo,undisclosed
jul 1,joao miranda,defender,atletico madrid,inter milan,loan
jul 1,edgar barreto,midfielder,palermo,sampdoria,0
jul 1,samuel souprayen,defender,dijon,verona,0
jul 1,christian puggioni,goalkeeper,chievo,sampdoria,0
jul 1,mattia cassani,defender,parma,sampdoria,0
jul 1,iago falque,attacker,genoa,roma,loan
jun 30,jeison murillo,defender,granada,inter milan,8000000
jun 29,andrea bertolacci,midfielder,roma,ac milan,20000000
jun 28,leonardo pavoletti,attacker,sassuolo,genoa,4000000
jun 28, simone verdi,midfielder,torino,ac milan,"450,000"
jun 28,giuseppe de luca,attacker,varese,atalanta,undisclosed
jun 28,richmond boakye,attacker,juventus,atalanta,undisclosed
jun 28,radja nainggolan,midfielder,cagliari,roma,14000000
jun 28, marco benassi,midfielder,inter milan,torino,3500000
jun 28,lorenzo de silvestri,defender,fiorentina,sampdoria,undisclosed
jun 28,jorginho,midfielder,verona,napoli,4500000
jun 28,lucas torreira,midfielder,pescara,sampdoria,undisclosed
jun 28,jasmin kurtic,midfielder,sassuolo,atalanta,undisclosed
jun 28,birkir bjarnason,midfielder,pescara,torino,1000000
jun 28,emiliano viviano,goalkeeper,palermo,sampdoria,loan
jun 24,andrea bertolacci,midfielder,gernoa,roma,8500000
jun 24,pepe reina,goalkeeper,bayern,napoli,0
jun 24,roberto pereyra,midfielder,udinese,juventus,14000000
jun 23,mario mandzukic,attacker,atletico madrid,juventus,19000000
jun 22,geoffrey kondogbia,midfielder,monaco,inter milan,40000000
jun 21,afriyie acquah,midfielder,hoffenheim,torino,undisclosed
jun 21,danilo avelar,defender,cagliari,torino,undisclosed
jun 21,mirko valdifiori,midfielder,empoli,napoli,5000000
jun 11,rodrigo ely,defender,avellino,ac milan,0
jun 10,serge gakpe,attacker,nantes,genoa,0
jun 10,niklas moisander,defender,ajax,sampdoria,0
jun 10,aleksandar trajkovski,midfielder,zulte waregem,palermo,undisclosed
jun 10,ravel morrison,midfielder,west ham,lazio,0
jun 10,goran pandev,attacker,galatasaray,genoa,0
jun 10,wesley hoedt,defender,az alkmaar,lazio,0
jun 10,ahmad benali,midfielder,brescia,palermo,0
jun 10,ali adnan,defender,rizespor,udinese,2500000
jun 10,darko lazovic,midfielder,red star,genoa,0
jun 10,leandro paredes,midfielder,boca juniors,roma,4500000
jun 10,sami khedira,midfielder,real madrid,juventus,0
jun 10,paulo dybala,attacker,palermo,juventus,32000000
jun 10,patric,defender,barcelona,lazio,0
