transfer date,player name,position,from,to,price
feb 23,hrvoje milic,defender,olympiacos,napoli,0
feb 21,dodo,defender,inter milan,sampdoria,5500000
feb 2,bacary sagna,defender,manchester city,benevento,0
jan 31,daniel bessa,midfielder,hellas verona,genoa,loan
jan 31,rolando aarons,attacker,newcastle,hellas verona,loan
jan 31,vid belec,goalkeeper,benevento,sampdoria,loan
jan 31,jawad el yamiq,defender,raja casablanca,genoa,"900,000"
jan 31,jonathan silva,defender,sporting lisbon,as roma,loan
jan 31,federico mattiello,defender,spal,atalanta,loan
jan 31,pol lirola,defender,juventus,sassuolo,7500000
jan 31,riccardo orsolini,attacker,juventus,bologna,loan
jan 31,lorenco simic,defender,sampdoria,spal,loan
jan 31,simone romagnoli,defender,empoli,bologna,loan
jan 31,alin tosca,defender,real betis,benevento,loan
jan 31,emanuele giaccherini,attacker,napoli,chievo verona,loan
jan 31,diego falcinelli,attacker,sassuolo,fiorentina,loan
jan 31,petar micin,attacker,cukaricki,chievo verona,loan
jan 31,khouma babacar,attacker,fiorentina,sassuolo,loan
jan 30,bryan dabo,midfielder,saint-etienne,fiorentina,undisclosed
jan 30,nehuen paz,defender,newells old boys,bologna,undisclosed
jan 27,francesco zampano,defender,pescara,udinese,loan
jan 24,pedro pereira,defender,benfica,genoa,loan
jan 24,iuri medeiros,attacker,sporting lisbon,genoa,loan
jan 24,mattia vitale,midfielder,juventus,spal,loan
jan 23,jagos vukovic,defender,olympiacos,hellas verona,loan
jan 23,mauricio lemos,defender,ud las palmas,sassuolo,loan
jan 22,rafinha,midfielder,barcelona,inter milan,loan
jan 22,charalampos lykogiannis,defender,sturm graz,cagliari,"500,000"
jan 20,sandro,midfielder,antalyaspor,benevento,loan
jan 19,everton luiz,midfielder,partizan,spal,"600,000"
jan 19,federico ricci,attacker,sassuolo,crotone,loan
jan 18,filip djuricic,midfielder,sampdoria,benevento,loan
jan 17,ahmad benali,midfielder,pescara,crotone,loan
jan 17,guilherme,attacker,legia warszawa,benevento,0
jan 15,lisandro lopez,defender,benfica,inter milan,loan
jan 14,thiago cionek,defender,palermo,spal,undisclosed
jan 14,boukary drame,defender,atalanta,spal,undisclosed
jan 13,cheick diabate,attacker,osmanlispor,benevento,undisclosed
jan 13,luca rizzo,midfielder,bologna,atalanta,undisclosed
jan 12,marco capuano,defender,cagliari,crotone,loan
jan 12,leandro castan,defender,roma,cagliari,loan
jan 11,jasmin kurtic,midfielder,atalanta,spal,undisclosed
jan 11,bruno petkovic,attacker,bologna,hellas verona,loan
jan 11,zinedine machach,midfielder,toulouse,napoli,0
jan 8,martin caceres,defender,verona,lazio,undisclosed
dec 4,giuseppe rossi,attacker,fiorentina,genoa,0
aug 31,pietro iemmello,attacker,sassuolo,benevento,loan
aug 31,luca antei,defender,sassuolo,benevento,loan
aug 31,maxi lopez,attacker,torino,udinese,undisclosed
aug 31,ivan strinic,defender,napoli,sampdoria,2000000
aug 31,duvan zapata,attacker,napoli,sampdoria,8500000
aug 31,yann karamoh,midfielder,caen,inter milan,loan
aug 31,mariusz stepinski,attacker,nantes,chievo,loan
aug 31,vittorio parignini,midfielder,torino,benevento,loan
aug 31,cyril thereau,attacker,udinese,fiorentina,2000000
aug 31,nenad tomovic,defender,fiorentina,chievo,loan
aug 31,alessandro bastoni,defender,atalanta,inter milan,8000000
aug 31,mattia vitale,midfielder,juventus,spal,loan
aug 31,nani,midfielder,valencia,lazio,loan
aug 31,mbaye niang,attacker,ac milan,torino,loan
aug 31,simone lo faso,attacker,palermo,fiorentina,loan
aug 31,cristiano lombardi,defender,lazio,benevento,loan
aug 31,stefan simic,defender,ac milan,crotone,loan
aug 31,alessandro bastoni ,defender,inter milan,atalanta,loan
aug 31,seung-woo lee,attacker,barcelona,verona,1500000
aug 31,bruno jordao,midfielder,braga,lazio,loan
aug 31,roberto inglese,attacker,napoli,verona,loan
aug 31,roberto inglese,attacker,verona,napoli,10000000
aug 31,federico ricci,attacker,sassuolo,genoa,loan
aug 31,cristian ansaldi,defender,inter milan,torino,loan
aug 31,ferdinando del sole,attacker,pescara,juventus,1500000
aug 31,achraf lazaar,defender,newcastle united,benevento,loan
aug 31,moise kean,attacker,juventus,verona,loan
aug 30,felipe avenatti,attacker,ternana,bologna,0
aug 30,leonardo pavoletti,attacker,napoli,cagliari,loan
aug 30,samuel armenteros,attacker,heracles,benevento,2000000
aug 30,benedikt howedes,defender,schalke,juventus,loan
aug 29,patrik schick,attacker,sampdoria,roma,loan
aug 28,vincent laurini,defender,empoli,fiorentina,loan
aug 28,ledian memushaj,midfielder,pescara,benevento,loan
aug 25,rogerio,defender,juventus,sassuolo,loan
aug 25,joachim andersen,defender,twente,sampdoria,1400000
aug 22,federico bonazzoli,attacker,sampdoria,spal,loan
aug 22,nikola kalinic,attacker,fiorentina,ac milan,loan
aug 21,joao cancelo,defender,valencia,inter milan,loan
aug 21,gregory van der wiel,defender,fenerbahce,cagliari,loan
aug 19,marco borriello,attacker,cagliari,spal,undisclosed
aug 19,bartosz salamon,defender,cagliari,spal,loan
aug 18,german pezzella,defender,real betis,fiorentina,loan
aug 18,luca rossettini,defender,torino,genoa,2000000
aug 18,blaise matuidi,midfielder,psg,juventus,20000000
aug 17,rodrigo palacio,attacker,inter milan,bologna,0
aug 16,umar sadiq,attacker,as roma,torino,loan
aug 16,valon behrami,midfielder,watford,udinese,undisclosed
aug 16,giovanni simeone,attacker,genoa,fiorentina,15000000
