transfer date,player name,position,from,to,price
aug 16,tiago mendes,midfielder,juventus,atletico madrid,loan
aug 11,ricardo carvalho,defender,chelsea,real madrid,8000000
aug 9,nicolas bertolo,midfielder,palermo,real zaragoza,loan
aug 5, diego godin,defender,villarreal,atletico madrid,8000000
aug 2, carlos marchena,defender,valencia,villarreal,undisclosed
aug 2,raul tamudo,attacker,espanyol,real sociedad,0
jul 31,sami khedira,midfielder,stuttgart,real madrid,14000000
jul 29,sebastian fernandez,attacker,banfield,malaga,2500000
jul 28,henrique,defender,barcelona,racing santander,loan
jul 28,jonathan de guzman,midfielder,feyenoord,real mallorca,0
jul 26,filipe,defender,dep. la coruna,atletico madrid,13500000
jul 19,sandro silva,midfielder,palmeiras,malaga,0
jul 19,jose s. rondon,attacker,las palmas,malaga,1000000
jul 19,leo franco,goalkeeper,galatasaray ,real zaragoza,0
jul 16,adriano correia ,midfielder,sevilla,barcelona,9500000
jul 16,javier malagueño,defender,indios,malaga,2000000
jul 16,aritz aduriz,attacker,real mallorca,valencia,4000000
jul 14,pedro leon,midfielder,getafe,real madrid,undisclosed
jul 13,marco perez,attacker,boyaca chico,real zaragoza,loan
jul 9,jesus datolo ,midfielder,napoli,espanyol,loan
jul 6,leo franco,goalkeeper,galatasaray,real zaragoza,fee
jul 6,kennedy bakircioglü,midfielder,kayserispor,racing santander,0
jul 6,marc valiente,defender,sevilla,valladolid,0
jul 4,michael jakobsen,defender,aalborg,almeria,undisclosed
jul 3,eliseu pereira,midfielder,lazio,malaga,"500,000"
jun 28,angel di maria ,midfielder,benfica,real madrid,25000000
jun 28,vadim demidov,defender,rosenborg,real sociedad,undisclosed
jun 28,dejan lekic,attacker,red star,osasuna,2500000
jun 22,tiberio guarente,midfielder,atalanta,sevilla ,5000000
jun 22,yves desmarets,defender,vitoria s.c.,deportivo,0
jun 22,asier riesgo,goalkeeper,real sociedad,osasuna,0
jun 22,leonardo ulloa,attacker,castellon,almeria,undisclosed
jun 22,jonathan urretavizcaya,midfielder,benfica,deportivo,loan
jun 22,joseba llorente,attacker,villarreal,real sociedad,2500000
jun 17,tiberio guarente,midfielder,atalanta,sevilla,undisclosed
jun 10,roberto soldado ,attacker,getafe,valencia,10000000
jun 8, mario suarez,midfielder,real mallorca,atletico madrid,1800000
jun 8,ivan marcano,defender,villarreal,getafe,loan
jun 3,gastón sangoy,attacker,apollon limassol,sporting gijon,1000000
jun 3,mehmet topal,midfielder,galatasaray,valencia,4200000
jun 3,fran merida,midfielder,arsenal,atletico madrid,0
jun 3,mikel san jose,defender,liverpool,athletic bilbao,2750000
jun 3,ricardo costa,defender,wolfsburg,valencia,0
jun 3,sofiane feghouli,midfielder,grenoble,valencia,0
jun 3,nacho novo,attacker,rangers,sporting gijon,0
jun 3, míchel herrero,midfielder,valencia,deportivo ,loan
jun 3,fernando soriano,midfielder,almeria,osasuna,0
jun 3,mouhamadou dabo,midfielder,saint etienne,sevilla,0
jun 3,ayoze garcía,midfielder,tenerife ,sporting gijon,0
jun 3,borja fernández,midfielder,valladolid,getafe,0
jun 3,domingo cisma,defender,almeria,racing santander,0
jun 3,francis,defender,xerez,racing santander,0
jun 2,david villa,attacker,valencia,barcelona,40000000
