transfer date,player name,position,from,to,price
jan 9,vakoun issouf bayo,attacker,dunajska streda,celtic,undisclosed
jan 9,william vainqueur,midfielder,antalyaspor,as monaco,loan
jan 8,timothy weah,attacker,psg,celtic,loan
jan 7,jermain defoe,attacker,bournemouth,rangers,loan
jan 7,oliver burke,midfielder,west brom,celtic,loan
jan 7,idrissa sylla,attacker,qpr,zulte waregem,undisclosed
jan 7,ross mccormack,attacker,aston villa,motherwell,loan
jan 4,pelle clement,midfielder,reading,pec zwolle,undisclosed
jan 3,lyle foster,attacker,orlando pirates,monaco,undisclosed
jan 3,naldo,defender,schalke 04,monaco,1800000
jan 2,lisandro magallan,defender,boca juniors,ajax,8100000
jan 2,david wang,midfielder,wolves,sporting lisbon,loan
jan 1,mathias suarez,defender,defensor,montpellier,"855,000"
aug 31,eros grezda,attacker,nk osijek,rangers,1800000
aug 31,aziz behich,defender,bursaspor,psv eindhoven,undisclosed
aug 31,adem ljajic,midfielder,torino,besiktas,loan
aug 31,m'baye niang,attacker,torino,stade rennais,loan
aug 31,tammy abraham,attacker,chelsea,aston villa,loan
aug 31,riechedly bazoer,midfielder,vfl wolfsburg,fc porto,loan
aug 31,moussa dembele,attacker,celtic,olympique lyon,19800000
aug 31,andreas cornelius,attacker,atalanta,bordeaux,loan
aug 31,eric choupo-moting,attacker,stoke city,paris sg,0
aug 31,juan bernat,defender,bayern munich,paris sg,12600000
aug 30,nemanja radonjic,attacker,red star belgrade,marseille,10800000
aug 30,nacer chadli,midfielder,west brom,as monaco,10800000
aug 30,jorge,defender,as monaco,fc porto,loan
aug 29,erick gutierrez,midfielder,pachuca,psv eindhoven,7200000
aug 29,julien ngoy,attacker,stoke,grasshopper club zurich,loan
aug 29,benjamin henrichs,defender,bayer leverkusen,monaco,20000000
aug 28,gabriel,midfielder,leganes,benfica,9000000
aug 28,badou ndiaye,midfielder,stoke city,galatasaray,loan
aug 28,kevin strootman,midfielder,as roma,marseille,22500000
aug 26,loris karius,goalkeeper,liverpool,besiktas,loan
aug 22,kyle lafferty,attacker,hearts,rangers,undisclosed
aug 21,abdoulay diaby,attacker,club brugge,sporting cp,4500000
aug 21,martin odegaard,midfielder,real madrid,vitesse,loan
aug 21,jason denayer,defender,manchester city,lyon,10000000
aug 20,sebastien corchia,defender,sevilla,benfica,loan
aug 17,daniel arzani,midfielder,manchester city,celtic,loan
aug 17,stephane mbia,midfielder,hebei china fortune,toulouse,undisclosed
aug 16,remy cabella,midfielder,olympique marseille,st. etienne,4500000
aug 13,james wilson,attacker,manchester united,aberdeen,loan
aug 12,thilo kehrer,defender,schalke 04,paris sg,33000000
aug 12,nikola vlasic,midfielder,everton,cska moscow,loan
aug 11,stefano sturaro,midfielder,juventus,sporting cp,loan
aug 11,islam slimani,attacker,leicester city,fenerbahce,loan
aug 10,emilio izaguirre,defender,al-fayha,celtic,0
aug 9,rafael leao,goalkeeper,sporting cp,lille,0
aug 7,borna barisic,defender,nk osijek,rangers,undisclosed
aug 7,trent sainsbury,defender,js suning,psv eindhoven,0
aug 7,majeed waris,attacker,fc porto,nantes,loan
aug 7,gabriel boschilia,midfielder,monaco,nantes,loan
aug 6,matt miazga,defender,chelsea,nantes,loan
aug 6,axel tuanzebe,defender,manchester united,aston villa,loan
aug 6,samuel kalu,attacker,kaa gent,bordeaux,nigeria
aug 3,chupa akpom,attacker,arsenal,paok,undisclosed
aug 2,lamine kone,defender,sunderland,strasbourg,loan
jul 27,lucas evangelista,midfielder,udinese,nantes,3600000
jul 27,aleksandr golovin,midfielder,cska moscow,monaco,undisclosed
jul 26,enzo roco,defender,cruz azul,besiktas,0
jul 25,jordy clasie,midfielder,southampton,feyenoord,loan
jul 25,eder militao,defender,sao paulo,fc porto,3600000
jul 25,andre ayew,attacker,swansea,fenerbahce,loan
jul 24,jean-eudes aholou,midfielder,strasbourg,as monaco,12600000
jul 24,tom ince,midfielder,huddersfield,stoke,11200000
jul 23,douglas,defender,fc barcelona,sivasspor,loan
jul 23,chancel mbemba,defender,newcastle,fc porto,7200000
jul 20,duje caleta-car,defender,rb salzburg,marseille,17100000
jul 19,shani tarashaj,attacker,everton,grasshoppers,loan
jul 18,fabio da silva,defender,middlesbrough,nantes,undisclosed
jul 18,rodney kongolo,midfielder,manchester city,heerenveen,undisclosed
jul 17,wahbi khazri,attacker,sunderland,st. etienne,6300000
jul 17,daley blind,defender,manchester united,ajax,20000000
jul 16,loic remy,attacker,las palmas,lille,undisclosed
jul 14,ferdi kadioglu,midfielder,nec nijmegen,fenerbahce,1260000
jul 12,nani,attacker,valencia,sporting cp,undisclosed
jul 12,roderick miranda,defender,wolves,olympiacos,loan
jul 12,paolo fernandes,midfielder,manchester city,nac breda,loan
jul 10,antonio barreca,defender,torino,monaco,10800000
jul 10,lassana coulibaly,midfielder,angers,rangers,loan
jul 10,umar sadiq,attacker,as roma,rangers,loan
jul 6,jonathan panzo,defender,chelsea,monaco,2800000
jul 6,steven naismith,attacker,norwich,hearts,loan
jul 6,pele,midfielder,rio ave,monaco,9000000
jul 6,gianluigi buffon,goalkeeper,juventus,paris sg,0
jun 30,yuto nagatomo,defender,inter milan,galatasaray,2250000
jun 29,max gradel,attacker,bournemouth,toulouse,undisclosed
jun 27,dusan tadic,midfielder,southampton,ajax,11300000
jun 22,emiliano viviano,goalkeeper,sampdoria,sporting cp,1800000
jun 21,jon flanagan,defender,liverpool,rangers,0
jun 19,willem geubbels,attacker,olympique lyon,as monaco,18000000
jun 19,stephen gleeson,midfielder,ipswich,aberdeen,0
jun 17,saidy janko,defender,st. etienne,fc porto,2700000
jun 15,angelino,defender,manchester city,psv eindhoven,5700000
jun 15,odsonne edouard,attacker,psg,celtic,undisclosed
jun 12,danilo,midfielder,braga,nice,8000000
jun 12,sebastian larsson,midfielder,hull,aik,0
jun 11,samuel grandsir,midfielder,troyes,as monaco,2700000
jun 7,jeremain lens,midfielder,sunderland,besiktas,undisclosed
jun 7,ovie ejaria,midfielder,liverpool,rangers,loan
jun 4,jakob johansson,midfielder,aek athens,rennes,0
may 20,tyronne ebuehi,goalkeeper,ado den haag,benfica,0
