transfer date,player name,position,from,to,price
aug 20,vaclav kadlec,attacker,sparta prague,eint. frankfurt,undisclosed
aug 16,luiz gustavo,midfielder,bayern munich,wolfsburg,15000000
aug 15,raul bobadilla,attacker,basel,augsburg,undisclosed
aug 14,franco di santo,attacker,wigan,werder bremen,0
aug 11,marcelo,defender,psv eindhoven,hannover,2500000
aug 2,emre can,midfielder,bayern munich,bayer leverkusen,5000000
jul 18,park jo-hoo,defender,basel,mainz,undisclosed
jul 14,thiago alcantara,midfielder,barcelona,bayern munich,25000000
jul 12,roberto hilbert,defender,besiktas,bayer leverkusen,0
jul 12,lasse sobiech,defender,bor. dortmund,hamburg,undisclosed
jul 10,simeon jackson,attacker,norwich,braunschweig,0
jul 10,admir mehmedi,attacker,dynamo kiev,freiburg,loan
jul 9,anthony modeste,attacker,bordeaux,hoffenheim,3000000
jul 8,henrikh mkhitaryan,midfielder,shakhtar donetsk,bor. dortmund,27500000
jul 8,dani schahin,attacker,fortuna dusseldorf,mainz,2000000
jul 7,josip drmic,attacker,zurich,nuremberg,3000000
jul 5,francis coquelin,midfielder,arsenal,freiburg,loan
jul 4,daniel schwaab,defender,bayer leverkusen,stuttgart,0
jul 4,jan kirchhoff,defender,mainz,bayern munich,0
jul 4,daniel ginczek,attacker,bor. dortmund,nuremberg,undisclosed
jul 4,konstantinos stafylidis,defender,paok,bayer leverkusen,undisclosed
jul 4,marco rojas,midfielder,melbourne victory,stuttgart,0
jul 4,pierre aubameyang,attacker,saint etienne,bor. dortmund,13000000
jul 4,martin angha,defender,arsenal,nuremberg,0
jul 4,konstantin rausch,midfielder,hannover,stuttgart,0
jul 2,joselu,attacker,hoffenheim,eint. frankfurt,loan
jul 2,leon goretzka,midfielder,bochum,schalke,undisclosed
jul 2,raphael holzhauser,midfielder,stuttgart,augsburg,loan
jul 2,emanuel pogatetz,defender,wolfsburg,nuremberg,undisclosed
jul 1, halil altintop,attacker,trabzonspor,augsburg,0
jul 1,johan djourou ,defender,arsenal,hamburg,loan
jun 29,stephan schrock ,midfielder,hoffenheim,eint. frankfurt,undisclosed
jun 28,adam szalai ,attacker,mainz,schalke,8000000
jun 28,gelson fernandes,midfielder,sporting lisbon,freiburg,"290,000"
jun 28,emir spahic,defender,sevilla,bayer leverkusen,undisclosed
jun 28,timm klose,defender,nuremberg,wolfsburg,6000000
jun 26,luca caldirola ,defender,inter milan,werder bremen,3000000
jun 26,shinji okazaki,attacker,vfb stuttgart,mainz,undisclosed
jun 26,jacques zoua,attacker,basle,hamburg,undisclosed
jun 21,giulio donati,defender,inter milan,bayer leverkusen,3000000
jun 21,raffael,attacker,dynamo kiev,bor. mgladbach,5000000
jun 19,leonardo bittencourt,midfielder,bor. dortmund,hannover,3000000
jun 15,heung-min son,attacker,hamburg,bayer leverkusen,10000000
jun 14,mohammed abdellaoue,attacker,hannover,stuttgart,3500000
jun 4,nils petersen,attacker,bayern munich,werder bremen,3000000
jun 4,max kruse,attacker,freiburg,bor. mgladbach,2500000
jun 4,daniel caligiuri,midfielder,freiburg,wolfsburg,2500000
jun 3,andres palop,goalkeeper,sevilla,bayer leverkusen,0
jun 3,salif sane,defender,nancy,hannover,undisclosed
jun 1,hajime hosogai,defender,bayer leverkusen,hertha,1000000
jun 1,sokratis papastathopoulos,defender,werder bremen,bor. dortmund,9500000
jun 1,felipe santana,defender,bor. dortmund,schalke,1000000
jun 1,mike hanke,attacker,bor. mgladbach,freiburg,0
jun 1,cedric makiadi,midfielder,freiburg,werder bremen,3000000
jun 1,mario gotze,midfielder,bor. dortmund,bayern munich,37000000
