transfer date,player name,position,from,to,price
aug 11,guillermo burdisso,defender,rosario central,roma,loan
aug 9,hernanes,midfielder,sao paulo,lazio,10000000
aug 9,stephen appiah,midfielder,bologna,cesena,0
aug 9,sebastian giovinco,midfielder,juventus,parma,loan
aug 6,stefano guberti,midfielder,roma,sampdoria,undisclosed
aug 5,rafinha,defender,schalke,genoa,8000000
aug 5,ezequiel munoz,defender,boca juniors,palermo,8000000
aug 2,alvaro gonzalez,midfielder,defensor sporting,lazio,undisclosed
aug 2,miguel veloso,midfielder,sporting lisbon,genoa,9000000
aug 2,javier garrido,defender,manchestery city,lazio,undisclosed
jul 31,yuto nagatomo,defender,fc tokyo,cesena,loan
jul 30,tore reginiussen,defender,schalke,lecce,loan
jul 27,franco zuculini,midfielder,hoffenheim,genoa,loan
jul 26,mariano bogliacino,midfielder,napoli,chievo,loan
jul 26,francesco benussi,goalkeeper,lecce,palermo,undisclosed
jul 23,alejandro gomez,midfielder,san lorenzo,catania,3000000
jul 23,chico,defender,almeria,genoa,5000000
jul 21,andrea ranocchia,defender,genoa,inter milan,undisclosed
jul 21,s. papastathopoulos,defender,genoa,ac milan,undisclosed
jul 19,santiago garcia,defender,rosario central,palermo,undisclosed
jul 16,cristian daminuta,midfielder,inter milan,ac milan,undisclosed
jul 16,attila filkor,midfielder,inter milan,ac milan,undisclosed
jul 16,marco ezio fossati,midfielder,inter milan,ac milan,undisclosed
jul 15,edinson cavani,attacker,palermo,napoli,loan
jul 13,artur boruc,goalkeeper,celtic,fiorentina,2000000
jul 13,jefferson trazzi,goalkeeper,lecce,chievo,0
jul 9,bogdan lobont,goalkeeper,dinamo bucarest,roma,1000000
jul 9,luca santonocito,defender,celtic,ac milan,0
jul 9,albin ekdal,midfielder,juventus,bologna,loan
jul 8,eduardo,goalkeeper,braga,genoa,undisclosed
jul 7,gabriel paletta ,defender,boca juniors,parma,undisclosed
jul 4,marco motta ,defender,udinese,juventus,loan
jul 4,valeri bojinov,attacker,manchester city,parma,undisclosed
jul 4,mark bresciano,midfielder,palermo,lazio,0
jul 4,abdelkader ghezzal,attacker,siena,bari,0
jul 3,marco davide faraoni,defender,lazio,inter milan,0
jul 1,jorge martinez,attacker,catania,juventus,12000000
jul 1,leonardo bonucci,defender,bari,juventus,15500000
jul 1,luca toni,attacker,bayern munich,genoa,0
jun 30,migjen basha,midfielder,frosinone,atalanta,undisclosed
jun 21,marco amelia,goalkeeper,genoa,ac milan,loan
jun 16,simone pepe,attacker,udinese,juventus,loan
jun 16, mauricio pinilla,attacker,grosseto,palermo,undisclosed
jun 16,massimo maccarone,attacker,siena,palermo,undisclosed
jun 16,mario yepes,defender,chievo,ac milan,0
jun 16,daniele paponi,attacker,parma,bologna,swap
jun 16,pajtim kasami,midfielder,ac bellinzona,palermo,undisclosed
jun 16,gabriele paonessa,midfielder,bologna,parma,swap
jun 10,adriano,attacker,flamengo,roma,0
jun 4,gaetano d\'agostino,midfielder,udinese,fiorentina,9000000
jun 3,fabio simplicio,midfielder,palermo,roma,0
