transfer date,player name,position,from,to,price
feb 7,louis saha,attacker,sunderland,lazio,0
jan 31,mcdonald mariga,midfielder,inter milan,parma,loan
jan 31,rolando,defender,porto,napoli,loan
jan 31,diego fabbrini,attacker,udinese,palermo,undisclosed
jan 31,jonathas,attacker,pescara,torino,loan
jan 31,mattia cassani,defender,fiorentina,genoa,loan
jan 31,mateo kovacic,midfielder,dinamo zagreb ,inter milan,11000000
jan 31,zdravko kuzmanovic,midfielder,stuttgart,inter milan,2000000
jan 31,matias cabrera,defender,nacional,cagliari,undisclosed
jan 31,daniele portanova,defender,bologna,genoa,undisclosed
jan 31,bruno pereirinha,midfielder,sporting lisbon,lazio,0
jan 31,franco brienza,attacker,palermo,atalanta,undisclosed
jan 31,davide moscardelli,attacker,chievo,bologna,undisclosed
jan 31,francesco acerbi,defender,genoa,chievo,loan
jan 31,bartosz salamon,defender,brescia,ac milan,undisclosed
jan 31,christian terlizzi,defender,pescara,siena,undisclosed
jan 31,mohamed sissoko,midfielder,psg,fiorentina,loan
jan 31,josip radosevic,midfielder,hajduk split,napoli,3000000
jan 31,marco rigoni,midfielder,chievo,genoa,loan
jan 30,mario sampirisi,defender,genoa,chievo,loan
jan 30,lionel scaloni,defender,lazio,atalanta,undisclosed
jan 30,naldo,defender,granada,bologna,loan
jan 30,alejandro faurlin,midfielder,qpr,palermo,loan
jan 30,matias rodriguez,midfielder,universidad chile,sampdoria,undisclosed
jan 30,nikolaos spyropoulos,defender,panathinaikos,chievo,undisclosed
jan 30,mario balotelli,attacker,manchester city,ac milan,22000000
jan 30,andrea coda,defender,udinese,parma,loan
jan 30,mauricio sperduti,attacker,newell\'s old boys,palermo,undisclosed
jan 30,nicolas anelka,attacker,shanghai shenhua,juventus,loan
jan 29,samir ujkani,goalkeeper,palermo,chievo,loan
jan 28,jose cevallos,midfielder,ldu quito,juventus,loan
jan 27,mauro boselli,attacker,wigan,palermo,loan
jan 26,marvin compper,defender,hoffenheim,fiorentina,"200,000"
jan 26,rafal wolski,midfielder,legia warsaw,fiorentina,2800000
jan 25,stefano sorrentino,goalkeeper,chievo,palermo,4000000
jan 25,cristian zaccardo,defender,parma,ac milan,swap
