transfer date,player name,position,from,to,price
aug 4,ignasi miquel,defender,malaga,getafe,4500000
aug 4,aleix vidal,defender,fc barcelona,sevilla,7650000
aug 3,ruben alcaraz,midfielder,girona,real valladolid,"900,000"
aug 3,arturo vidal,midfielder,bayern munich,fc barcelona,22000000
aug 2,sidnei,defender,deportivo la coruna,real betis,4050000
aug 1,michael santos,attacker,malaga,leganes,loan
aug 1,fran beltran,midfielder,rayo vallecano,celta vigo,7200000
jul 31,pedro bigas,defender,las palmas,eibar,loan
jul 31,santiago arias,defender,psv eindhoven,atletico madrid,9900000
jul 29,luis advincula,defender,tigres uanl,rayo vallecano,loan
jul 29,tito,defender,leganes,rayo vallecano,0
jul 28,keko,attacker,malaga,real valladolid,loan
jul 27,ivi,attacker,levante ud,real valladolid,loan
jul 27,patrick twumasi,attacker,fc astana,alaves,2700000
jul 27,jose antonio caro,goalkeeper,sevilla atletico,real valladolid,0
jul 27,jose pozo,midfielder,almeria,rayo vallecano,1350000
jul 26,ivan alejo,midfielder,eibar,getafe,3600000
jul 26,joris gnagnon,defender,rennes,sevilla,15000000
jul 26,diego rolan,attacker,deportivo la coruna,leganes,loan
jul 25,gelson martins,attacker,sporting lisbon,atletico madrid,0
jul 25,sergi gomez,defender,celta vigo,sevilla,4500000
jul 25,joris gnagnon,defender,stade rennais,sevilla,undisclosed
jul 24,malcom,attacker,bordeaux,fc barcelona,41000000
jul 24,xabier etxeita,defender,athletic bilbao,sd huesca,loan
jul 24,jonathan silva,defender,sporting lisbon,leganes,loan
jul 23,cristiano piccini,defender,sporting lisbon,valencia,undisclosed
jul 23,emiliano velasquez,defender,atletico madrid,rayo vallecano,undisclosed
jul 23,aitor fernandez,goalkeeper,cd numancia,levante ud,"900,000"
jul 20,pablo insua,defender,schalke 04,huesca,loan
jul 20,sofiane boufal,midfielder,southampton,celta vigo,loan
jul 16,esteban andrada,goalkeeper,lanus,villarreal,4500000
jul 16,nemanja maksimovic,midfielder,valencia,getafe,4500000
jul 16,santiago caseres,midfielder,velez sarsfield,villarreal,9000000
jul 16,borja baston,attacker,swansea,alaves,loan
jul 14,damian musto,midfielder,club tijuana,sd huesca,loan
jul 13,gael kakuta,attacker,hebei china fortune,rayo vallecano,2700000
jul 13,juanfran,defender,deportivo la coruna,leganes,loan
jul 13,david soria,goalkeeper,sevilla,getafe,2700000
jul 13,william carvalho,midfielder,sporting lisbon,real betis,18000000
jul 12,mikel merino,midfielder,newcastle,real socieded,undisclosed
jul 12,clement lenglet,defender,sevilla,barcelona,36000000
jul 11,miguel layun,defender,porto,villarreal,4000000
jul 10,daniel wass,midfielder,celta vigo,valencia,5400000
jul 10,antonio adan,goalkeeper,real betis,atletico madrid,undisclosed
jul 9,borja iglesias,attacker,celta vigo,espanyol,9000000
jul 9,arthur,midfielder,gremio,fc barcelona,27900000
jul 8,guido carrillo,attacker,southampton,leganes,loan
jul 7,rober pier,defender,deportivo la coruna,levante ud,loan
jul 6,leandro cabrera,defender,crotone,getafe,undisclosed
jul 6,ruben perez,midfielder,granada,leganes,0
jul 6,joel robles,goalkeeper,everton,real betis,0
jul 6,ximo navarro,defender,las palmas,alaves,undisclosed
jul 5,oswaldo alanís,defender,guadalajara,getafe,undisclosed
jul 5,eugeni valderrama,midfielder,valencia b,huesca,0
jul 5,alvaro odriozola,defender,real sociedad,real madrid,36000000
jul 5,fede vico,attacker,lugo,leganes,0
jul 5,samuele longo,attacker,inter milan,huesca,loan
jul 4,tomás vaclík,goalkeeper,fc basel,sevilla,undisclosed
jul 4,leandro chichizola,goalkeeper,las palmas,getafe,undisclosed
jul 4,mikel vesga,midfielder,athletic bilbao,leganes,loan
jul 4,pau lopez,goalkeeper,espanyol,real betis,0
jul 2,coke,defender,schalke 04,levante ud,undisclosed
jul 2,yuri berchiche,defender,psg,athletic bilbao,20000000
jun 30,ibrahim amadou,midfielder,lille,sevilla,undisclosed
jun 29,mouctar diakhaby,defender,lyon,valencia,15000000
jun 29,johan mojica,defender,rayo vallecano,girona,4500000
jun 27,rodrigo tarin,goalkeeper,barcelona,leganes,0
jun 27,roque mesa,midfielder,swansea,sevilla,undisclosed
jun 22,sergi guardiola,attacker,cordoba,getafe,loan
jun 21,ramiro funes mori,defender,everton,villarreal,undisclosed
jun 20,andriy lunin,goalkeeper,zorya luhansk,real madrid,14000000
jun 20,mauro arambarri,midfielder,boston river,getafe,1940000
jun 17,jony,attacker,malaga,alaves,loan
jun 15,luisinho,defender,deportivo la coruna,huesca,0
jun 14,okay yokuslu,midfielder,trabzonspor,celta vigo,5400000
jun 14,nestor araujo,defender,santos laguna,celta vigo,undisclosed
jun 13,uros racic,defender,crvena zvezda,valencia,undisclosed
jun 12,thomas lemar,midfielder,as monaco,atletico madrid,58500000
jun 12,erick cabaco,defender,nacional,levante ud,1800000
jun 12,gerard moreno,attacker,espanyol,villarreal,18000000
jun 11,karl toko ekambi,attacker,angers,villarreal,18000000
jun 11,moi gomez,midfielder,sporting gijon,huesca,undisclosed
jun 11,ruben rochina,attacker,rubin kazan,levante ud,0
jun 1,takashi inui,attacker,eibar,real betis,0
may 28,cristian ganea,defender,fc viitorul,athletic bilbao,1000000
may 24,rodri,midfielder,villarreal,atletico madrid,20000000
may 24,geoffrey kondogbia,midfielder,inter milan,valencia,25000000
