transfer date,player name,position,from,to,price
jul 7,ever banega,midfielder,sevilla,inter milan,0
jul 7,albano bizzarri,goalkeeper,chievo,pescara,0
jul 7,federico ceccherini,defender,livorno,crotone,1000000
jul 6,moustapha seck,defender,lazio,roma,0
jul 6,kevin diks,defender,vitesse,fiorentina,2500000
jul 5,marko pajac,midfielder,nk celje,cagliari,undisclosed
jul 5,andres tello,midfielder,juventus,empoli,loan
jul 5,simone padoin,midfielder,juventus,cagliari,"600,000"
jul 5,davide voltan,attacker,crotone,genoa,undisclosed
jul 5,francesco nicastro,attacker,juve stabia,pescara,0
jul 5,ante budimir,attacker,crotone,sampdoria,1800000
jul 5,gabriele angella,defender,watford,udinese,undisclosed
jul 5,federico dimarco,defender,inter milan,empoli,loan
jul 3,giuseppe belusci,defender,leeds,empoli,loan
jul 1,artur ionita,midfielder,verona,cagliari,4500000
jun 30,valerio verre,midfielder,udinese,pescara,4000000
jun 30,matheus perreira,midfielder,corinthians,empoli,2000000
jun 29,lucas ocampos,midfielder,marseille,genoa,loan
jun 27,dani alves,defender,barcelona,juventus,0
jun 25,gianluca lapadula,attacker,pescara,ac milan,9000000
jun 24,seko fofana,midfielder,man city,udinese,3500000
jun 22,stephan el shaarawy,attacker,ac milan,roma,13000000
jun 22,umar sadiq,attacker,spezia,roma,2500000
jun 22,norbert gyomber,defender,catania,roma,1500000
jun 22,abdullahi nura,defender,spezia,roma,2500000
jun 17,alberto paloschi,attacker,swansea,atalanta,5000000
jun 16,stipe perica,attacker,chelsea,udinese,4000000
jun 13,miralem pjanic,midfielder,roma,juventus,30400000
jun 6,bruno alves,defender,fenerbahce,cagliari,0
jun 3,alisson,goalkeeper,internacional,roma,7500000
jun 3,hamdi harbaoui,attacker,lokeren,udinese,0
jun 3,lorenzo tonelli,defender,empoli,napoli,10000000
jun 3,antonio rudiger,defender,stuttgart,roma,9000000
jun 3,ilija nestorovski,attacker,inter zapresic,palermo,"500,000"
jun 3,fabio daprela,defender,carpi,chievo,0
jun 3,simone ganz,attacker,como,juventus,0
jun 3,caner erkin,defender,fenerbahce,inter milan,0
jun 3,stefano sorrentino,goalkeeper,palermo,chievo,0
jun 3,manuel pasqual,defender,fiorentina,empoli,0
jun 3,leonel vangioni,defender,river plate,ac milan,0
