transfer date,player name,position,from,to,price
aug 11,jose angel,defender,roma,porto,0
aug 11,gelson fernandes,midfielder,freiburg,rennes,undisclosed
aug 11,maarten stekelenburg,goalkeeper,fulham,monaco,loan
aug 11,souleymane diawara,defender,marseille,nice,0
aug 9,bernardo silva,midfielder,benfica,monaco,loan
aug 7,divock origi,attacker,liverpool,lille,loan
aug 7,el-hadji ba,midfielder,sunderland,bastia,loan
aug 6,joao rodriguez ,attacker,chelsea,bastia,loan
aug 5,ricky van wolfswinkel,attacker,norwich city,saint etienne,loan
aug 5,oscar cardozo,attacker,benfica,trabzonspor,0
aug 1,andrija lukovic,midfielder,fk rad,psv,undisclosed
jul 30,mathieu valbuena,midfielder,olymp. marseille,dynamo moscow,7000000
jul 30,andres fernandez,goalkeeper,osasuna,porto,1600000
jul 29,jordan ayew,midfielder,olymp. marseille,lorient,undisclosed
jul 28,tiemoue bakayoko,midfielder,rennes,monaco,8000000
jul 27,naby sarr,defender,lyon,sporting lisbon,1000000
jul 26,bebe,attacker,manchester utd,benfica,3000000
jul 25,eliseu,midfielder,malaga,benfica,1000000
jul 24,serge aurier,defender,toulouse,psg,loan
jul 24,christophe jallet,defender,psg,lyon,"750,000"
jul 24,walter samuel,defender,inter milan,basel,0
jul 23,sylvain marveaux,midfielder,newcastle,guingamp,loan
jul 23,cristian tello,attacker,barcelona,porto,loan
jul 23,yacine brahimi,midfielder,granada,porto,6500000
jul 21,edson mexer,defender,nacional,rennes,2200000
jul 20,casemiro,midfielder,real madrid,porto,loan
jul 19,demba ba,attacker,chelsea,besiktas,6000000
jul 19,roman shirokov,midfielder,zenit,spartak moscow,0
jul 18,lindsay rose,defender,valenciennes,lyon,1800000
jul 16,bruno martins indi,defender,feyenoord,porto,7700000
jul 15,khalid boulahrouz,defender,brondby,feyenoord,0
jul 13,adrian lopez,attacker,atletico madrid,porto,11000000
jul 12,victor andrade,midfielder,santos,benfica,0
jul 10,pajtim kasami,midfielder,fulham,olympiakos,undisclosed
jul 6,eric abidal,defender,monaco,olympiakos,undisclosed
jul 6,talisca,midfielder,bahia,benfica,4000000
jul 5,craig gordon,goalkeeper,sunderland,celtic,0
jul 5,aymen abdennour,defender,toulouse,monaco,13000000
jul 2,ryan gauld,midfielder,dundee utd,sporting lisbon,3700000
jun 30,junya tanaka,attacker,kashiwa reysol,sporting lisbon,"750,000"
jun 27,romain alessandrini,midfielder,rennes,marseille,5000000
jun 27,michy batshuayi,attacker,standard liege,marseille,6000000
jun 26,ezequiel garay,defender,benfica,zenit,15000000
jun 25,alexander buttner,defender,manchester utd,dynamo moscow,undisclosed
jun 24,kevin monnet-paquet,attacker,lorient,saint etienne,0
jun 23,philipp hosiner,attacker,austria wien,rennes,1900000
jun 13,dragos grigore,defender,dinamo bucuresti,toulouse,0
jun 12,aleksandar pesic,attacker,jagodina,toulouse,undisclosed
jun 11,nemanja pejcinovic,defender,nice,lokomotiv,0
jun 11,arkadiusz milik,attacker,bayer leverkusen,ajax,loan
jun 10,andre geraldes,defender,istanbul bb,sporting lisbon,"600,000"
jun 9,jorge santos,attacker,padroense,sporting lisbon,undisclosed
jun 8,djavan,defender,corinthians alagoano,benfica,undisclosed
jun 4,oriol rosell,midfielder,sporting kc,sporting lisbon,1000000
jun 3,manuel fernandes,midfielder,besiktas,lokomotiv,0
may 31,richairo zivkovic,attacker,groningen,ajax,2500000
may 31,nick viergever,defender,az alkmaar,ajax,2000000
may 31,diego ribas,midfielder,wolfsburg,fenerbahce,0
may 31,pawel dawidowicz,attacker,lechia gdansk,benfica,undisclosed
may 31,david luiz,defender,chelsea,psg,49000000
