transfer date,player name,position,from,to,price
feb 1,erik moran,midfielder,zaragoza,leganes,undisclosed
feb 1,nabil el zhar,attacker,las palmas,leganes,0
jan 31,andrew hjulsager,midfielder,brondby,celta,1000000
jan 31,salvatore sirigu,goalkeeper,psg,osasuna,loan
jan 31,jose rodriguez,midfielder,mainz,malaga,loan
jan 31,rodrigo ely,defender,ac milan,alaves,loan
jan 31,tito,defender,granada,leganes,loan
jan 31,jese,attacker,psg,las palmas,loan
jan 31,lacina traore,attacker,monaco,sporting gijon,loan
jan 31,elderson,defender,monaco,sporting gijon,loan
jan 31,mubarak wakaso,midfielder,panathinaikos,granada,loan
jan 31,fabian orellana,attacker,celta,valencia,undisclosed
jan 31,alberto bueno,attacker,fc porto,leganes,loan
jan 31,federico cartabia,attacker,valencia,dep. la coruna,undisclosed
jan 30,oier olazabal,goalkeeper,granada,levante,loan
jan 30,hector hernandez,defender,real sociedad,granada,loan
jan 28,walter montoya,midfielder,rosario,sevilla,5500000
jan 27,alen halilovic,midfielder,hamburg,las palmas,loan
jan 26,mikel vesga,midfielder,athletic bilbao,sporting gijon,loan
jan 26,juan munoz,attacker,sevilla,levante,loan
jan 24,davy roef,goalkeeper,anderlecht,dep. la coruna,loan
jan 24,luis hernandez,defender,leicester city,malaga,2000000
jan 24,alin tosca,defender,steaua,real betis,1000000
jan 24,adrian ramos,attacker,bor. dortmund,granada,loan
jan 24,ruben pardo,midfielder,real sociedad,real betis,loan
jan 21,adrian lopez,attacker,fc porto,villarreal,loan
jan 19,sverrir ingi ingason,defender,lokeren,malaga,undisclosed
jan 19,panagiotis kone,midfielder,udinese,granada,loan
jan 19,samu garcia,attacker,rubin kazan,leganes,loan
jan 17,gael kakuta,attacker,hebei china,dep. la coruna,loan
jan 17,martin demichelis,defender,espanyol,malaga,0
jan 17,oscar romero,midfielder,shanghai shenhua,alaves,loan
jan 16,simone zaza,attacker,juventus,valencia,loan
jan 13,jozabed sanchez,midfielder,fulham,celta,loan
