transfer date,player name,position,from,to,price
aug 25,krisztian nemeth,attacker,liverpool,olympiakos,undisclosed
aug 25,mido,attacker,middlesbrough,ajax,0
aug 25,fraser forster,goalkeeper,newcastle,celtic,loan
aug 21,nikica jelavic,attacker,rapid vienna,rangers,4900000
aug 20,krisztian nemeth,attacker,liverpool,olympiakos,1300000
aug 19,vladimir weiss,midfielder,manchester city,rangers,loan
aug 19,eduardo salvio ,attacker,atletico madrid,benfica,loan
aug 19,loic remy,attacker,nice,marseille,15000000
aug 18,emilio izaguirre,defender,motagua,celtic,undisclosed
aug 17,daniel majstorovic,defender,aek athens,celtic,undisclosed
aug 17,anthony modeste,attacker,nice,bordeaux,3000000
aug 16,mamadou niang,attacker,marseille,fenerbahce,8000000
aug 13,aiden mcgeady,midfielder,celtic,spartak moscow,12000000
aug 10,johan audel,attacker,valenciennes,stuttgart,undisclosed
aug 10,andre ooijer,defender,psv,ajax,0
aug 9,stephen elliott,attacker, preston,hearts,0
aug 6,philipp degen,defender,liverpool,stuttgart,loan
aug 6,dieumerci mbokani,attacker,standard liege,monaco,7000000
aug 4,bruno alves,defender,fc porto,zenit s-p,22000000
aug 3,sergio escudero,defender,real murcia,schalke,2500000
aug 2,andrezinho,defender,guimaraes,cologne,0
aug 2,carlitos,midfielder,basle,hannover,undisclosed
aug 2,alberto zapater,midfielder,genoa,sporting lisbon,undisclosed
jul 31,roberto rosales,defender,aa gent,fc twente,undisclosed
jul 31,mounir el hamdaoui,attacker,az alkmaar,ajax,5000000
jul 28,raul,attacker,schalke,real madrid,0
jul 27,guti,midfielder,real madird,besiktas,0
jul 24,albert riera,midfielder,liverpool,olympiakos,6000000
jul 24,vujadin savic,defender,red star ,bordeaux,undisclosed
jul 21,francis coquelin,midfielder,arsenal,lorient,loan
jul 21,eduardo,attacker,arsenal,shakhtar donetsk,7000000
jul 21,marcus berg,attacker,hamburg,psv,loan
jul 19,dennis diekmeier,defender,nurnberg,hamburg,2500000
jul 19, efrain juarez,defender,unam pumas,celtic,undisclosed
jul 16,mario mandzukic ,attacker,dinamo zagreb,wolfsburg,8000000
jul 16,daryl murphy,attacker,sunderland,celtic,2000000
jul 14,shinji kagawa,midfielder,cerezo osaka,bor. dortmund,undisclosed
jul 14, nicolai jorgensen,attacker,ab,bayer leverkusen,undisclosed
jul 14,jens hegeler,defender,bayer leverkusen,nurnberg,loan
jul 14,felicio b. forbes ,defender,hertha berlin,nurnberg,undisclosed
jul 14,dennis rommedahl,midfielder,ajax,olympiakos,0
jul 12,papa bouba diop,midfielder,portsmouth,aek athens,undisclosed
jul 12,joe ledley,midfielder,cardiff city,celtic,undisclosed
jul 12,nene,midfielder,monaco,paris s-g,undisclosed
jul 10,marcelo filho  ,defender, wisla krakow,psv,3000000
jul 10,jong tae-se,attacker,kawasaki frontale,bochum,undisclosed
jul 10,ariel ibagaz,midfielder,villarreal,olympiakos,0
jul 8,simon kjaer,defender,palermo,wolfsburg,undisclosed
jul 8,lorik cana,midfielder,sunderland,galatasaray,6000000
jul 7,bruno ecuele manga,defender,angers,lorient,undisclosed
jul 7,hasan kabze,attacker,rubin kazan,montpellier,undisclosed
jul 7,marco estrada,midfielder,univ. de chile,montpellier,undisclosed
jul 6,dmytro chygrynskiy,defender,barcelona,shakhtar donetsk,15000000
jul 5,jaroslav drobny,goalkeeper,hertha berlin,hamburg,0
jul 5,joao moutinho,midfielder,sporting lisbon,porto,11000000
jul 4,sidney govou,goalkeeper,lyon,panathinaikos,0
jul 4,laurent batlles,midfielder,grenoble,saint-etienne ,0
jul 4,luca caldirola,defender,inter milan,vitesse arnhem,loan
jul 4,maximilian nicu,midfielder,hertha berlin,freiburg,0
jul 3,arne friedrich,defender,hertha berlin,wolfsburg,2000000
jul 3,mathieu bodmer,midfielder,lyon,paris s-g,3000000
jul 3,mato jajalo,midfielder,siena,cologne,loan
jul 1,charlie mulgrew,defender,aberdeen,celtic,0
jun 28, roberto jimenez,goalkeeper,atletico madrid,benfica,8500000
jun 28,cesar azpilicueta,defender,osasuna,olymp. marseille,7000000
jun 27,michael ballack,midfielder,chelsea,bayer leverkusen,0
jun 25,leon jessen ,defender,fc midtjylland,kaiserslautern,undisclosed
jun 25,anton putsilo,midfielder,dinamo minsk,freiburg,undisclosed
jun 24,erik jendrisek,attacker,kaiserslautern,schalke,0
jun 24,thomas kessler,goalkeeper,cologne,st pauli,loan
jun 24,christoph metzelder,defender,real madrid,shalke,0
jun 24,kyriakos papadopoulos,defender,olympiakos,schalke,2500000
jun 24,marco torsiglieri,defender,velez sarsfield,sporting cp,3600000
jun 24,tim hoogland,defender,mainz,shalke,0
jun 22,marc janko,attacker,red bull salzburg,fc twente,7000000
jun 17,maniche,midfielder,cologne,sporting cp,0
jun 17,evaldo dos santos fabiano,defender,braga,sporting cp,3000000
jun 15,jimmy briand ,attacker,stade rennes,lyon,6000000
jun 15,felix kroos,midfielder,hansa rostock,werder bremen,undisclosed
jun 15,zoran tosic,midfielder,manchester utd,cska moscow,undisclosed
jun 15, edwin de graaf,midfielder,nac breda,hibernian,undisclosed
jun 14,ricardo quaresma,midfielder,inter milan,besiktas,7200000
jun 14,robert lewandowski,attacker,lech poznan,bor. dortmund,4000000
jun 14,atsuto uchida,defender,kashima antlers,schalke,undisclosed
jun 11,miroslav stoch,attacker,chelsea,fenerbahce,undisclosed
jun 11, robert mak,midfielder,manchester city,nurnberg,undisclosed
jun 3,rubin okotie,attacker,austria vienna,fc nurnberg,0
jun 3,markus miller,goalkeeper,karlsruhe,hannover,0
jun 3,moritz stoppelkamp,midfielder,rw oberhausen,hannover,undisclosed
jun 3,theofanis gekas,attacker,bayer leverkusen,eint. frankfurt,1000000
jun 3,konstantinos giannoulis,defender,iraklis fc,cologne,undisclosed
jun 3,julian schieber,attacker,stuttgart,hannover,loan
jun 3,emmanuel pogatetz,defender,middlesbrough,hannover,0
jun 3,kevin kyle,attacker,kilmarnock,hearts,0
jun 3,marco estrada,defender,univ. de chile,montpellier,1000000
jun 3,gerald asamoah ,attacker,schalke,st pauli ,0
