transfer date,player name,position,from,to,price
jul 14,stephan el shaarawy,attacker,ac milan,monaco,loan
jul 14,bruno uvini,defender,napoli,twente,loan
jul 14,mauro goicoechea,goalkeeper,arouca,toulouse,undisclosed
jul 14,robin van persie,attacker,manchester utd,fenerbahce,6600000
jul 14,joao pereira,defender,hannover,sporting lisbon,0
jul 13,mounir obbadi,midfielder,monaco,lille,undisclosed
jul 12,iker casillas,goalkeeper,real madrid,porto,10000000
jul 11,adama traore,midfielder,lille,monaco,14000000
jul 11,helder costa,midfielder,benfica,monaco,loan
jul 10,nadir ciftci,attacker,dundee utd,cetlic,2100000
jul 9,logan bailly,goalkeeper,oh leuven,celtic,undisclosed
jul 8,bryan ruiz,attacker,fulham,sporting lisbon,undisclosed
jul 8,kevin trapp,goalkeeper,eint. frankfurt,psg,9000000
jul 6,nani,midfielder,manchester utd,fenerbahce,6000000
jul 6,pedro mendes,midfielder,parma,rennes,0
jul 5,andreas beck,defender,hoffenheim,besiktas,1750000
jul 4,lukas podolski,attacker,arsenal,galatasaray,2500000
jul 1,lucas ocampos,midfielder,monaco,marseille,7000000
jul 1,saidy janko,defender,manchester utd,celtic,0
jul 1,benoit assou-ekotto,defender,tottenham,saint etienne,0
jul 1,samuel eto'o,attacker,sampdoria,antalyaspor,0
jul 1,gianelli imbula,midfielder,marseille,porto,20000000
jun 30,nicolas isimat-mirin,defender,monaco,psv,undisclosed
jun 30,karim rekik,defender,manchester city,marseille,5000000
jun 30,zdravko kuzmanovic,midfielder,inter milan,basel,2000000
jun 26,thomas lemar,midfielder,caen,monaco,4000000
jun 26,marko vejinovic,midfielder,vitesse,feyenoord,undisclosed
jun 25,john heitinga,defender,hertha,ajax,0
jun 23,yacouba sylla,midfielder,aston villa,rennes,1500000
jun 20,yohann pele,goalkeeper,sochaux,marseille,0
jun 19,simon kjaer,defender,lille,fenerbahce,7700000
jun 16,nikolai laursen,midfielder,brondby,psv,1000000
jun 14,adel taarabt,midfielder,qpr,benfica,0
jun 14,mehdi carcela,midfielder,standard liege,benfica,4000000
jun 13,ludovic baal,defender,lens,rennes,0
jun 11,radosav petrovic,midfielder,genclerbirligi,dynamo kiev,0
jun 11,alberto bueno,attacker,rayo vallecano,porto,0
jun 11,jeremy morel,defender,marseille,lyon,0
jun 11,dusko tosic,defender,genclerbirligi,besiktas,0
jun 11,jean-michael seri,midfielder,pacos ferreira,nice,undisclosed
jun 11,hatem ben arfa,midfielder,newcastle,nice,0
jun 11,stephane m'bia,midfielder,sevilla,trabzonspor,0
jun 11,dedryck boyata,defender,manchester city,celtic,2000000
