transfer date,player name,position,from,to,price
aug 29,isaac cofie,midfielder,genoa,chievo,loan
aug 28,gustavo campanharo,midfielder,atletico bragantino,verona,loan
aug 28,marco marchionni,midfielder,parma,sampdoria,swap
aug 28,andrea costa,defender,sampdoria,parma,swap
aug 27,ezequiel schelotto,midfielder,inter milan,chievo,loan
aug 27,kostas manolas,defender,olympiakos,roma,13000000
aug 27,ruben botta,midfielder,inter milan,chievo,loan
aug 27,giancarlo gonzalez,defender,columbus crew,palermo,3800000
aug 27,souleymane bamba,defender,trabzonspor,palermo,0
aug 27,emerson palmieri,defender,santos,palermo,loan
aug 27,lucas de souza,midfielder,olhanense,parma,undisclosed
aug 26,francesco lodi,midfielder,catania,parma,loan
aug 26,franco mussis,midfielder,fc copenhagen,genoa,loan
aug 25,nico pulzetti,midfielder,bologna,cesena,loan
aug 23,santiago gentiletti,defender,san lorenzo,lazio,undisclosed
aug 20,jonathan de guzman,midfielder,villarreal,napoli,6000000
aug 19,marko marin,midfielder,chelsea,fiorentina,loan
aug 14,diego laxalt,midfielder,inter milan,empoli,loan
aug 14,matias vecino,midfielder,fiorentina,empoli,loan
aug 14,panagiotis kone,midfielder,bologna,udinese,undisclosed
aug 14,franco brienza,attacker,atalanta,cesena,undisclosed
aug 14,diego lopez,goalkeeper,real madrid,ac milan,0
aug 13,emiliano viviano,goalkeeper,palermo,sampdoria,loan
aug 12,edenilson,midfielder,udinese,genoa,loan
aug 10,gonzalo bergessio,attacker,catania,sampdoria,3000000
aug 10,zouhair feddal,defender,parma,palermo,loan
aug 10,edson braafheid,defender,hoffenheim,lazio,0
aug 10,tomas rincon,midfielder,hamburg,genoa,0
aug 10,walter bressan,goalkeeper,varese,cesena,0
aug 10,marco capuano,defender,pescara,cagliari,loan
aug 10,eugenio lamanna,goalkeeper,siena,genoa,loan
aug 10,guillermo rodriguez,defender,torino,verona,undisclosed
aug 10,mariano izco,midfielder,catania,chievo,3000000
aug 10,diego farias,attacker,chievo,cagliari,loan
aug 10,matteo bianchetti,defender,verona,empoli,loan
aug 10,gary medel,midfielder,cardiff,inter milan,12500000
aug 10,melker hallberg,attacker,kalmar,udinese,undisclosed
aug 10,luca ceppitelli,defender,parma,cagliari,undisclosed
aug 10,valerio rossetti,attacker,siena,juventus,0
aug 10,rolando bianchi,attacker,bologna,atalanta,loan
aug 10,manuel almunia,goalkeeper,watford,cagliari,0
aug 9,juan sanchez mino,midfielder,boca juniors,torino,3200000
aug 7,mauricio pinilla,attacker,cagliari,genoa ,undisclosed
aug 7,emiliano viviano,goalkeeper,palermo,sampdoria,loan
aug 5,pablo osvaldo,attacker,southampton,inter milan,loan
aug 4,rafael marquez ,defender,club leon,verona,0
aug 4,antonio luna,defender,aston villa,verona,loan
aug 3,romulo,midfielder,verona,juventus,loan
aug 3,davide astori,defender,cagliari ,roma,loan
aug 3,alessandro gamberini,defender,napoli,chievo,undisclosed
aug 1,iago falque,midfielder,tottenham,genoa,5000000
jul 30,stefan de vrij,defender,feyenoord,lazio,undisclosed
jul 27,davide marsura,attacker,udinese,genoa,loan
jul 26,nene,attacker,cagliari,verona,0
jul 26,roberto pereyra,midfielder,udinese,juventus,loan
jul 26,luca rigoni,midfielder,chievo,palermo,undisclosed
jul 26,jose basanta,defender,monterrey,fiorentina,2600000
jul 25,antonio sanabria ,attacker,sassuolo,roma,2500000
jul 25,hordur magnusson,defender,juventus,cesena,loan
jul 23,sime vrsaljko,defender,genoa,sassuolo,6000000
jul 23,richmond boakye,attacker,genoa,atalanta,undisclosed
jul 22,patrice evra,defender,manchester utd,juventus,1500000
jul 22,gaston silva,defender,defensor sporting,torino,undisclosed
jul 22,jose campana,midfielder,crystal palace,sampdoria,1600000
jul 21,guilherme,midfielder,corinthians,udinese,4500000
jul 20,alvaro morata,attacker,real madrid,juventus,20000000
jul 20,leandro paredes,midfielder,boca juniors,roma,loan
jul 20,vlada avramov,goalkeeper,cagliari,torino,0
jul 18,giuseppe biava,defender,lazio,atalanta,0
jul 18,godfred donsah,midfielder,palermo,cagliari,2000000
jul 18,stefano lucchini,defender,atalanta,cesena,undisclosed
jul 18,fabio quagliarella,attacker,juventus,torino,3000000
jul 18,michu,attacker,swansea,napoli,loan
jul 17,joshua brillante,midfielder,newcastle jets,fiorentina,1000000
jul 17,romulo,midfielder,fiorentina,verona,3500000
jul 17,juan iturbe,attacker,verona,roma,22000000
jul 16,yann mvila,midfielder,rubin kazan,inter milan,loan
jul 16,mounir obbadi,midfielder,monaco,verona,loan
jul 12,alessandro matri,attacker,ac milan,genoa,loan
jul 12,adil rami,defender,valencia,ac milan,4250000
jul 12,caio rangel,midfielder,flamengo,cagliari,undisclosed
jul 11,urby emanuelson,midfielder,ac milan,roma,0
jul 10,dodo,defender,roma,inter milan,loan
jul 10,valter birsa,attacker,ac milan,chievo,loan
jul 8,salih ucan,midfielder,fenerbahce,roma,loan
jul 8,ashley cole,defender,chelsea,roma,0
jul 7,marco d ambrosio,midfielder,roma,atalanta,2000000
jul 7,daniel tozser,midfielder,genoa,parma,undisclosed
jul 4,luca marrone,midfielder,sassuolo,juventus,5000000
jul 4,federico peluso,defender,juventus,sassuolo,4500000
jul 3,dusan basta,defender,udinese,lazio,5500000
jul 3,antonio nocerino,midfielder,ac milan,torino,loan
jul 3,marco parolo,midfielder,parma,lazio,5500000
jul 3,kingsley coman,midfielder,psg,juventus,0
jul 3,diego perotti,midfielder,sevilla,genoa,"350,000"
jul 2,kalidou koulibaly,defender,genk,napoli,7000000
jul 1,maxi lopez,attacker,catania,chievo,undisclosed
jun 25,cyris thereau,attacker,chievo,udinese,undisclosed
jun 16,cristian molinaro,defender,stuttgart,torino,0
jun 12,jeremy menez,midfielder,psg,ac milan,0
jun 12,giorgi chanturia,midfielder,cluj,verona,1000000
jun 10,ciprian tatarusanu,goalkeeper,steaua,fiorentina,0
jun 8,josef martinez,attacker,young boys,torino,undisclosed
jun 6,seydou keita,midfielder,valencia,roma,0
jun 6,alex,defender,psg,ac milan,0
may 31,michael agazzi,goalkeeper,cagliari,ac milan,0
may 31,nemanja vidic,defender,manchester utd,inter milan,0
may 31,filip djordjevic,attacker,nantes,lazio,0
may 31,nabil jaadi,midfielder,anderlecht,udinese,undisclosed
may 31,albert riera,midfielder,galatasaray,udinese,0
may 31,pontus jonsson,defender,malmo,torino,0
may 31,juan iturbe,attacker,porto,verona,15000000
