transfer date,player name,position,from,to,price
aug 29,matias kranevitter,midfielder,river plate,atletico madrid,8000000
aug 28,aderlan santos,defender,sporting braga,valencia,9500000
aug 28,alvaro vadillo,midfielder,real betis,rayo vallecano,0
aug 28,rafael santos borre,attacker,deportivo cali,atletico madrid,5000000
aug 27,roque santa cruz,attacker,cruz azul,malaga,loan
aug 27,nabil el zhar,midfielder,levante,las palmas,0
aug 27,fernando llorente,attacker,juventus,sevilla,0
aug 27,cristiano biraghi,defender,inter milan,granada,loan
aug 26,asier illarramendi,midfielder,real madrid,real sociedad,17000000
aug 25,jonathan rodriguez,attacker,benfica,dep. la coruna,loan
aug 25,oier olazabal,goalkeeper,barcelona,real sociedad,loan
aug 22,alen halilovic,midfielder,barcelona,sporting gijon,loan
aug 21,marco asencio,midfielder,real madrid,espanyol,loan
aug 19,thievy bifouma,attacker,espanyol,granada,loan
aug 19,cedric bakambu,attacker,bursaspor,villarreal,7500000
aug 18,mateo kovacic,midfielder,inter milan,real madrid,30000000
aug 15,roberto soldado,attacker,tottenham,villarreal,13700000
aug 14,gerard moreno,attacker,villarreal,espanyol,1500000
aug 13,jefferson lerma,midfielder,atletico huila,levante,loan
aug 12,juan manuel vargas,midfielder,fiorentina,real betis,0
aug 12,antonio sanabria,attacker,roma,sporting gijon,loan
aug 12,david lomban,defender,elche,granada,0
aug 11,nicolas lopez,midfielder,udinese,granada,loan
aug 10,dejan drazic,attacker,ofk beograd,celta,1000000
aug 10,angel trujillo,defender,almeria,levante,undisclosed
aug 10,javier garrido,defender,norwich,las palmas,0
aug 10,ruben perez,midfielder,atletico madrid,granada,undisclosed
aug 4,omar mascarell ,midfielder,real madrid,sporting,loan
aug 3,antolín alcaraz,defender,everton,las palmas,0
jul 31,lucas pérez,attacker,paok,deportivo,1500000
jul 31,fede cartabia,midfielder,valencia,deportivo,loan
jul 31,asier riesgo,goalkeeper,osasuna,eibar,0
jul 31,david juncà,defender,girona,eibar,0
jul 31,willian josé,attacker,dep. maldonado,las palmas,loan
jul 30,carlos abad-hernandez ,goalkeeper,tenerife,real madrid,loan
jul 29,deyverson ,attacker,belenenses,levante,2000000
jul 29,patrick ebert,midfielder,spartak moscow,rayo vallecano,0
jul 28,filipe luis,defender,chelsea,atletico madrid,21200000
jul 28,jonathas de jesus,attacker,elche,real sociedad,7000000
jul 23,bernard mensah,midfielder,vitoria guimaraes,atletico madrid,10000000
jul 23,bernard mensah,midfielder,atletico madrid,getafe,loan
jul 23,rene krhin,midfielder,inter milan,granada,1300000
jul 23,sidnei,defender,benfica,dep. la coruna,loan
jul 22,raul albentosa,defender,derby,malaga,loan
jul 22,mauro dos santos,defender,almeria,eibar,0
jul 22,ivan ramis,defender,levante,eibar,0
jul 21,matthew ryan,goalkeeper,club brugge,valencia,7000000
jul 21,stefan savic,defender,fiorentina,atletico madrid,9000000
jul 19,duje cop,attacker,cagliari,malaga,loan
jul 19,salva ruiz,defender,valencia,granada,loan
jul 19,robert ibanez,midfielder,valencia,getafe,loan
jul 19,juanfran,defender,watford,dep. la coruna,loan
jul 19,andres fernandez,goalkeeper,porto,granada,loan
jul 19,jonathan viera,attacker,standard liege,las palmas,"900,000"
jul 19,mariano ferreira,defender,bordeaux,sevilla,3000000
jul 18,kiko casilla,goalkeeper,espanyol,real madrid,6000000
jul 16,santiago vergini,defender,sunderland,getafe,loan
jul 15,danilo barbosa,midfielder,braga,valencia,loan
jul 15,balazs megyeri,goalkeeper,olympiakos,getafe,0
jul 14,armindo bruma,midfielder,galatasaray,real sociedad,loan
jul 14,diego reyes,defender,porto,real sociedad,loan
jul 12,adnane tighadouini,midfielder,nac breda,malaga,"800,000"
jul 12,ciro immobile,attacker,bor. dortmund,sevilla,loan
jul 11,john guidetti,attacker,manchester city,celta,0
jul 11,yannick ferreira-carrasco,midfielder,monaco,atletico madrid,15000000
jul 10,steven n'zonzi,midfielder,stoke,sevilla,9700000
jul 10,mariano barbosa,goalkeeper,sevilla,villarreal,0
jul 10,antonio luna,defender,aston villa,eibar,0
jul 10,arda turan,midfielder,atletico madrid,barcelona,35000000
jul 9,damian suarez,defender,elche,getafe,0
jul 9,didier digard,midfielder,nice,real betis,0
jul 8,srdjan babic,defender,vojvodina,real sociedad,2000000
jul 8,leo baptistao,attacker,atletico madrid,villarreal,loan
jul 7,luis alberto,attacker,liverpool,dep. la coruna,loan
jul 7,luciano vietto,attacker,villarreal,atletico madrid,20000000
jul 6,burgui,midfielder,real madrid,espanyol,loan
jul 6,david concha,midfielder,racing santander,real sociedad,1000000
jul 6,zakaria bakkali,midfielder,psv,valencia,0
jul 4,santi mina,attacker,celta,valencia,undisclosed
jul 4,sergio escudero,defender,getafe,sevilla,2500000
jul 1,oriol riera,attacker,wigan,dep. la coruna,undisclosed
jul 1,nordin amrabat,midfielder,galatasaray,malaga,3500000
jul 1,gorka elustondo,midfielder,real sociedad,athletic bilbao,0
jul 1,adil rami,defender,ac milan,sevilla,4200000
jul 1,victor ruiz,defender,valencia,villarreal,2700000
jun 25,charles,attacker,celta,malaga,"500,000"
jun 24,jackson martinez,attacker,porto,atletico madrid,35000000
jun 24,juan carlos perez,defender,braga,malaga,loan
jun 24,fabio espinho,midfielder,ludogorets,malaga,0
jun 23,daniel wass,midfielder,evian,celta,2700000
jun 21,fernando navarro,defender,sevilla,dep. la coruna,0
jun 20,iago aspas,attacker,liverpool,celta,5000000
jun 19,gael kakuta,midfielder,chelsea,sevilla,4500000
jun 15,rafael van der vaart,midfielder,hamburg,real betis,0
jun 13,andre gomes,midfielder,benfica,valencia,15000000
jun 11,verza,midfielder,almeria,levante,0
jun 10,ruben martinez,goalkeeper,almeria,levante,0
jun 10,michael krohn-dehli,midfielder,celta vigo,sevilla,0
jun 10,aleix vidal,midfielder,sevilla,barcelona,20000000
jun 10,danilo,defender,porto,real madrid,31500000
jun 10,foued kadir,midfielder,marseille,real betis,undisclosed
jun 10,joao cancelo,defender,benfica,valencia,15000000
